,Point:0,Point:1,Point:2,T
0,0.6996899999999999,0.10818,0.031932999999999996,675.74
1,2.4843,0.0068062,-0.02072,352.16
2,0.75229,0.07720700000000001,0.0077150000000000005,678.66
3,4.3679,0.0032796,-0.030869999999999998,272.04
4,0.26744,0.036479000000000004,-0.0050701999999999995,665.54
5,1.7099,0.010532,-0.037915,405.96
6,0.37631,-0.075458,0.059087,687.74
7,3.5426,-0.021866999999999998,-0.012165,295.21
8,3.2496,0.00099832,0.037924,303.17
9,0.5249,0.12913,-0.029507,694.32
10,3.9328,0.045777,0.010034999999999999,283.07
11,0.48815,0.12319000000000001,0.01037,693.98
12,1.6995,-0.0022914999999999997,-0.030177999999999996,444.95
13,0.8380700000000001,0.06493099999999999,0.027139999999999997,641.36
14,0.6330399999999999,0.10192999999999999,0.02471,694.74
15,2.6189,-0.029013,-0.027922000000000002,332.64
16,3.8415,-0.085914,-0.011809,279.18
17,3.8478,-0.077057,-0.016692,279.78
18,3.8624,-0.074681,-0.010573,278.92
19,1.8896,-0.0085291,-0.029274,422.36
20,0.79613,0.054421000000000004,0.051275,674.73
21,0.6079600000000001,0.097535,0.040207,695.77
22,0.53815,-0.011363,0.0029374,697.93
23,4.032,-0.020022,0.045343,279.26
24,2.4873,0.00065785,0.0026033000000000002,354.77
25,4.0312,0.019558000000000002,-0.015491999999999999,282.93
26,1.39,-0.0023689,0.034664,476.05
27,2.9960000000000004,0.062065999999999996,0.038513,303.65
28,2.9973,0.040589,0.026151999999999998,310.06
29,3.0052,0.051265,0.032413,305.82
30,0.51679,-0.15266,0.04987,697.46
31,3.9508,0.043924,-0.033665,277.15
32,0.40943,0.07081900000000001,-0.090695,688.85
33,0.72401,-0.055463,-0.08723,686.37
34,0.32739,0.07447000000000001,-0.09278,676.08
35,3.7832,-0.024189,-0.034987,284.72
36,3.7778,-0.035979000000000004,-0.035504,282.95
37,3.7753,-0.04873,-0.035399,283.61
38,0.43425,-0.08956900000000001,0.035561,690.52
39,3.9462,0.042637,-0.0077706,282.02
40,2.2568,0.010648999999999999,-0.02364,374.43
41,2.8339999999999996,0.006659600000000001,0.054136000000000004,313.37
42,2.158,0.049927,0.023135,356.97
43,2.4290000000000003,0.032376,0.0064811999999999995,351.25
44,0.5974,0.13451,0.037064,695.37
45,0.60417,-0.058847000000000003,0.11954000000000001,695.08
46,1.9313,0.044703,0.006231800000000001,384.25
47,0.52112,0.006627600000000001,-0.12314000000000001,695.95
48,4.7139999999999995,0.018361000000000002,0.014985,267.62
49,4.7329,0.016267,0.018338999999999998,267.33
50,4.7264,0.00033703,0.020659,267.99
51,1.1593,-0.03622,-0.006877299999999999,595.55
52,3.9241,-0.029338999999999997,0.013671,284.52
53,1.5686,-0.015216,-0.040378,439.71
54,0.66093,0.049888,-0.081865,694.49
55,3.9277,0.020727000000000002,0.015113,284.49
56,0.23356,-0.019444,-0.05385499999999999,647.64
57,0.2431,0.045556,-0.017737,653.48
58,0.30538000000000004,-0.02343,-0.018631,671.89
59,0.72567,0.034233,-0.085995,687.77
60,0.26289,0.07069,-0.092709,659.36
61,4.0904,-0.028388999999999998,0.020342,279.98
62,1.6714,-0.015430000000000001,-0.031306,463.27
63,0.8377,-0.042317,0.028836,664.16
64,0.51578,-0.13249,-0.030170999999999996,694.49
65,0.5827100000000001,0.13714,0.055351,696.3
66,0.2573,-0.10962000000000001,-0.014309,658.27
67,1.2783,0.020925,-0.022579,567.34
68,3.8579,-0.05511799999999999,-0.0063178999999999996,282.52
69,0.41818,0.12225,-0.0042263000000000005,686.64
70,3.6432,-0.014609,0.0072992000000000005,292.31
71,0.44735,0.02423,-0.028870999999999997,691.93
72,4.5963,0.015604,0.021707,269.58
73,3.3164,0.032508999999999996,0.042226,296.55
74,0.42248,0.036485000000000004,-0.0039788,689.59
75,1.0313,0.034587,0.033957999999999995,559.95
76,1.9775,-0.033781,0.021561,394.49
77,2.5596,-0.020171,-0.0098376,342.01
78,2.4444,-0.039997000000000005,0.013461,340.58
79,0.44193000000000005,-0.019333000000000003,0.13573,690.5
80,2.1085,0.011319,-0.018618,394.46
81,0.47013,-0.049987000000000004,-0.036118,692.26
82,3.2723,0.010735,0.031299,302.45
83,3.6715,-0.0051787,-0.014497,292.12
84,0.53237,0.050212,-0.093331,695.95
85,0.21166999999999997,0.01555,-0.11634000000000001,630.45
86,2.7098,0.033202999999999996,0.0094321,330.99
87,3.4257,-0.0069101,0.016478,296.8
88,0.31138000000000005,0.084288,-0.03299,674.65
89,3.9198,-0.009998,-0.016755000000000003,285.24
90,4.6485,-0.08658099999999999,-0.025468,262.66
91,4.6303,-0.085066,-0.013202,261.95
92,4.3299,0.043813,0.041491,273.28
93,4.5344,0.012824,0.0068333,270.22
94,2.4775,0.0035561,-0.045025,336.17
95,2.6708,8.263799999999999e-05,0.0056827,339.1
96,1.1171,-0.032949,0.0050062,620.81
97,0.45802,0.060675,0.12038,691.56
98,1.6211,0.012618,-0.019383,490.61
99,3.7568,-0.031966,-0.0020622,287.32
100,3.2515,-0.024428000000000002,-0.0028959,304.97
101,3.2489999999999997,-0.041199,0.0081718,302.42
102,3.2454,-0.024421,0.0013911,304.53
103,0.77796,0.07321799999999999,-0.009864399999999999,678.42
104,1.7069,0.031114999999999997,0.0033494999999999996,471.11
105,0.18907000000000002,-0.029404000000000003,0.015921,612.09
106,0.18467999999999998,-0.032615,0.01826,606.94
107,0.17929,-0.028738,0.034391000000000005,600.27
108,0.2346,0.04154,0.12195,686.99
109,3.5567,-0.009074700000000002,-0.024746,293.93
110,3.9989999999999997,0.0041378,-0.046615,278.95
111,3.3201,-0.0037363,-0.058941999999999994,294.53
112,2.1105,0.038812,-0.0094122,376.8
113,1.5003,-0.013884,-0.03584,491.22
114,1.8764,-0.021501,0.008487799999999998,434.89
115,0.71507,-0.08707899999999999,-0.06300399999999999,676.89
116,0.21978000000000003,-0.032501999999999996,0.092622,641.94
117,0.65193,-0.020274,-0.12478,693.35
118,2.9793,-0.00093657,0.056972,309.81
119,1.8677,-0.026731,0.041429,391.76
120,0.9554,0.053427999999999996,0.025274,519.03
121,0.30438000000000004,0.12097000000000001,-0.011368000000000001,672.58
122,0.1837,-0.0056503,-0.044405,606.61
123,2.4633,0.020811,0.030331999999999998,341.95
124,4.2251,0.026660000000000003,-0.019018,277.01
125,0.5453,0.043538,-0.05966799999999999,696.76
126,3.3045,0.0096881,-0.017988,303.8
127,0.33736,-0.017575,-0.0015427,678.04
128,0.19952999999999999,0.039333,-0.046232999999999996,624.58
129,2.5199,-0.014884,-0.0095232,348.02
130,0.52979,-0.10733,0.11629,696.95
131,1.0270000000000001,0.045017,-0.023629,546.13
132,4.3074,-0.015316999999999999,0.0066675,274.84
133,0.62816,0.084607,-0.085378,695.04
134,2.3186,-0.020691,0.028714999999999997,363.32
135,0.6086600000000001,-0.13317,0.034626,695.33
136,3.9556,0.020895,0.008975,284.27
137,0.50539,-0.030083999999999996,0.10148,695.01
138,0.47043999999999997,0.035566,-0.082939,693.92
139,0.43667,-0.13904,-0.033202999999999996,690.19
140,2.5768,0.018796,0.033849000000000004,330.97
141,4.1901,0.010986,0.046718,276.36
142,0.38632,-0.060098,-0.10127,687.01
143,0.45455,0.02636,0.1295,692.34
144,3.8266,-0.0070868,0.01877,287.65
145,0.6364,-0.0026521,0.088371,695.55
146,0.26386,0.096943,0.052278,658.74
147,0.54464,0.073963,0.0079836,696.77
148,0.68585,-0.11044000000000001,0.038738,682.98
149,4.5176,0.022446999999999998,0.022664,270.7
150,0.32986,0.045854,0.036462,678.07
151,1.7778,-0.017337,-0.037389,395.99
152,3.7442,-0.017830000000000002,0.034057,287.43
153,1.4709999999999999,0.040513,-0.020384,447.86
154,0.64425,0.025024,-0.10643,694.6
155,3.6142,-0.036588,-0.0039945,291.09
156,0.40636,0.008619,0.12284,688.39
157,1.8041,-0.047403,-0.017762,388.04
158,0.46933,0.081206,-0.087102,693.29
159,2.5193,-0.044528,-0.0042324,331.99
160,2.3395,-0.024547,-0.0040030000000000005,363.5
161,3.7492,0.0035424,0.0077578000000000005,290.0
162,3.55,-0.024406999999999998,0.005656800000000001,293.69
163,0.4342,-0.011715999999999999,0.10770999999999999,691.64
164,2.2812,-0.012541,-0.011997,374.73
165,3.8386,0.052735000000000004,-0.028312999999999998,279.98
166,2.2314,-0.0084245,-0.03922,356.71
167,2.6244,0.03254,-0.047885000000000004,321.78
168,1.5911,0.041468,0.014759999999999999,455.12
169,0.35593,0.048838,-0.039218,681.12
170,0.54433,-0.012883000000000002,-0.15434,697.24
171,2.046,-0.029646,0.027487,383.85
172,3.1613,-0.042893,0.0082553,305.0
173,3.7121,-0.031379000000000004,-0.039305,286.69
174,0.3415,-0.0045015,0.1047,681.54
175,4.3151,-0.037166000000000005,-0.047223,270.12
176,4.3237,-0.035509,-0.038028,272.36
177,4.3141,-0.049505,-0.05517999999999999,270.15
178,2.7487,-0.014343999999999999,-0.025321,327.72
179,0.98916,0.006751899999999999,-0.028207999999999997,647.0
180,3.8702,0.009588600000000001,-0.0016369,287.33
181,2.0669,-0.033195,-0.004908399999999999,389.88
182,3.2206,-0.038399,-0.01636,304.45
183,0.52525,0.069281,0.062938,695.62
184,0.48953,-0.022284,-0.049742,693.93
185,2.1936,-0.022838,0.0062514,381.13
186,4.197,0.047598,-0.026494,272.64
187,2.8507,-0.014500999999999998,-0.010089,326.6
188,4.2634,0.035899,0.008831700000000001,274.62
189,2.4955,-0.033913,-0.010836,343.22
190,0.8420799999999999,0.061817,-0.020653,663.26
191,4.5313,0.053699000000000004,-0.022059,265.67
192,0.57097,-0.073005,-0.068478,696.17
193,2.0943,0.010597,-0.014846000000000002,400.26
194,3.9813,0.02048,-0.036914999999999996,281.66
195,1.0058,0.037545999999999996,-0.035112,522.98
196,0.93979,0.027435,0.043325999999999996,591.37
197,3.937,0.024856,0.024712,284.54
198,0.59644,-0.025575999999999998,0.11964000000000001,695.57
199,4.4826,-0.032198000000000004,-0.0035513000000000007,271.1
200,4.3716,-0.005294300000000001,0.060912,270.97
201,0.20742,0.12155,0.042016000000000005,685.15
202,3.6475,-0.011132,0.020971,290.64
203,0.7148100000000001,0.10054,-0.037989,677.58
204,2.9534,-0.012389,0.019715,317.6
205,3.3715,0.033652,0.046323,295.97
206,0.70335,-0.078151,0.038617,689.24
207,2.0021,-0.032813999999999996,0.041304,373.47
208,1.0284,-0.042241,-0.014152000000000001,595.47
209,2.4149,-0.0025601,-0.0034192,363.36
210,3.7176,0.026737999999999998,0.069497,284.1
211,3.699,0.031902,0.064764,284.73
212,3.7012,0.028707,0.079033,282.63
213,0.62395,-0.043447,-0.10214,695.22
214,0.4195,-0.074542,0.030654,689.43
215,0.63189,0.10297,0.073622,694.99
216,0.49046000000000006,0.059284,0.15200999999999998,697.62
217,0.29277,-0.06383899999999999,0.071264,674.47
218,0.46392,-0.10314000000000001,-0.078376,691.83
219,1.0234,0.030719999999999997,0.023397,619.16
220,2.9168,0.037965,0.012579,314.05
221,1.6615,-0.0087961,0.042316,426.96
222,0.95905,0.013372,-0.043718,606.27
223,2.387,-0.004917800000000001,0.028765,356.43
224,0.45416999999999996,-0.043413,0.050539,693.39
225,4.2753,-0.036694,0.03245,274.54
226,4.3145,-0.047580000000000004,0.0099559,273.52
227,3.8244,-0.041701,0.030624000000000002,284.36
228,3.5989,0.0037938000000000004,0.039103,291.02
229,1.0823,-0.040332,-0.038202,489.68
230,1.4149,0.026726,-0.0081389,550.78
231,0.77646,-0.0094831,-0.083512,674.96
232,0.53671,0.12980999999999998,-0.067286,696.04
233,1.6517,0.0023191999999999996,-0.011054000000000001,496.02
234,0.25255,0.034149,-0.044739,660.26
235,0.43559,0.11379,-0.06884,690.42
236,4.3766,0.025604000000000002,-0.016068,272.0
237,3.5559,0.030558999999999996,0.013441999999999999,294.26
238,4.5758,0.031475,-0.0022896,267.97
239,1.0256,-0.026451,-0.034672,583.81
240,0.65632,-0.078837,0.084664,693.87
241,4.2302,-0.011397,-0.014034,277.68
242,0.60507,0.0078357,0.14135999999999999,693.39
243,3.7311,-0.063804,0.010343000000000001,282.8
244,4.475,0.054000000000000006,0.028380000000000002,269.83
245,3.3245,-0.0091211,-0.03689,300.41
246,0.9157299999999999,0.029697,0.040734,634.48
247,3.4437,0.044797000000000003,0.0057009999999999995,297.52
248,0.55109,0.012603,-0.08403,695.65
249,0.3681,-0.010254000000000001,0.037127,685.26
250,3.0164,0.02428,0.026673000000000002,313.28
251,0.3983,-0.08429199999999999,-0.06745,685.51
252,1.8279,-0.0037094999999999997,1.7869e-05,461.74
253,3.6569,-0.041016000000000004,-0.015497,288.18
254,3.4530000000000003,0.0054619,-0.030770999999999996,297.35
255,4.7296,-0.021648,0.016054,267.91
256,4.7451,-0.0088959,0.024262,267.83
257,1.3031,-0.018795,-0.0027488000000000005,602.35
258,4.2493,0.043064,0.0020003,275.17
259,0.52778,0.088232,-0.11252999999999999,695.36
260,3.9454,0.0075852,0.020395,284.45
261,0.5865600000000001,-0.12387999999999999,0.006857600000000001,695.54
262,0.9715799999999999,-0.04547,-0.018574,597.5
263,3.1915,-0.037551,0.039477,302.89
264,3.2003,-0.055784,0.028657,298.4
265,3.1987,-0.045979,0.04148,301.08
266,3.63,-0.036206,0.005472100000000001,288.94
267,0.5002,-0.10994000000000001,-0.031495999999999996,692.98
268,0.49588000000000004,-0.10779000000000001,-0.040345,692.72
269,0.49811000000000005,-0.090339,-0.035629,694.01
270,0.48733999999999994,-0.10414000000000001,0.018744999999999998,693.44
271,0.4912,0.019925,0.097096,694.41
272,0.47565,0.0085323,0.097174,693.68
273,0.47483000000000003,0.011911,0.10537,693.79
274,3.4001,0.013559,-0.034732,299.02
275,4.3863,0.050361,-0.033872,267.21
276,0.44225,-0.072905,0.075785,692.02
277,3.8763,-0.0051882,0.057152,281.74
278,0.23889000000000002,0.034532,0.053676999999999996,651.05
279,0.53757,0.007338600000000001,-0.11765,696.05
280,4.1610000000000005,-0.0057905000000000005,0.016818,279.64
281,3.1753,0.053251,-0.030331999999999998,302.8
282,3.1829,0.056946000000000004,-0.020602000000000002,303.73
283,3.1906,0.059654,-0.011687000000000001,303.46
284,2.5237,0.018375,0.036372,334.38
285,0.55084,0.084223,0.012347,696.05
286,0.27335,-0.071881,-0.10652,684.03
287,2.3667,-0.0046192,0.032742,352.3
288,0.81296,0.070173,-0.0014730000000000001,673.87
289,2.562,0.019948,-0.023993,339.39
290,0.5124,-0.12095999999999998,0.10153999999999999,696.13
291,0.64053,-0.037079,0.11306,694.78
292,0.5552600000000001,0.033052,0.13327,695.18
293,2.2175,-0.054637,-0.031052,347.16
294,4.4995,0.039723,-0.014698,268.03
295,2.4987,0.026398,0.022982,344.49
296,0.4394,0.052039999999999996,-0.11563,690.83
297,2.142,-0.00051197,0.0494,357.72
298,2.14,-0.0076666,0.046114999999999996,364.15
299,2.1373,0.013261000000000002,0.054928,350.6
300,2.5267,0.039492,0.028163999999999998,330.93
301,2.5837,0.032976,-4.8578e-05,340.45
302,0.27931,-0.0063917,-0.011307,664.42
303,2.8849,-0.009434200000000002,-0.027233999999999998,319.57
304,4.6204,-0.0039284,-0.037578,267.06
305,2.792,-0.029693999999999998,-0.018623,325.18
306,2.6598,0.020303,-0.022158,335.65
307,2.6493,-0.034578,0.00852,333.56
308,4.1663,-0.051998,-0.019987,272.66
309,2.7963,0.010533,0.043985,319.14
310,2.4088,-0.0042752,0.018486000000000002,358.44
311,0.50184,-0.082864,-0.084548,694.86
312,0.48663,-0.069546,-0.085529,694.01
313,0.48331999999999997,-0.081609,-0.085745,693.98
314,0.29194000000000003,-0.08924800000000001,0.047124,669.47
315,3.2923,-0.011153,-0.008251999999999999,303.89
316,2.886,-0.0010739,0.047973,315.86
317,0.28820999999999997,0.040772,-0.01944,671.84
318,0.5051899999999999,0.097679,-0.094888,695.05
319,0.20214000000000001,-0.00060566,0.014728,626.23
320,0.27568000000000004,0.11597,-0.055858000000000005,694.89
321,0.34009,0.082647,-0.080545,678.82
322,4.3488,0.033368,-0.0041728,272.12
323,1.7337,-0.018071,-0.024388,466.88
324,0.31698000000000004,-0.0799,0.098946,679.06
325,0.61219,-0.084553,0.07709400000000001,694.91
326,0.42722,-0.089292,-0.10176,688.17
327,2.4806,-0.046932999999999996,0.0037001999999999994,339.87
328,3.2743,-0.029905,0.030668,300.94
329,0.2949,-0.06576,0.10467,670.33
330,0.30525,0.006926600000000001,-0.11517000000000001,669.59
331,4.6702,0.014062999999999999,-0.020076,267.01
332,2.3488,-0.0064346,0.046425,347.19
333,0.94406,-0.040803,-0.023445,623.24
334,0.36704000000000003,0.016741,-0.013272999999999998,683.51
335,3.3,0.045995999999999995,0.02011,299.22
336,0.5262600000000001,0.0029843000000000005,0.024209,696.22
337,1.9605,0.024219,-0.019181999999999998,400.81
338,0.45723,0.055876,0.064614,692.79
339,0.24954,0.097803,-0.046339,655.37
340,3.21,0.013189,-0.029072000000000004,305.4
341,1.859,0.027697000000000003,-0.020059,421.03
342,0.9804700000000001,-0.0091152,0.026327999999999997,651.03
343,2.0086,-0.033760000000000005,0.0092713,391.36
344,2.7587,0.03951,-0.01605,326.75
345,0.28057,-0.045833,-0.11185,664.35
346,4.7312,-0.019568000000000002,-0.016766,267.19
347,0.34669,0.05894099999999999,0.077425,682.69
348,0.358,-0.046441,0.071661,684.52
349,1.4159,0.03755,-0.017406,513.8
350,2.2697,-0.017397,0.0049191,375.55
351,2.9932,-0.006409899999999999,-0.032422,315.72
352,4.154,-0.034822000000000006,-0.0076087,278.56
353,3.6907,-0.0157,0.061386,285.41
354,3.6914,-0.021808,0.06378099999999999,285.6
355,3.6735,-0.019147,0.069253,285.05
356,3.4605,0.024777,-0.012628,297.33
357,0.76727,-0.053022,-0.076449,634.55
358,0.44671000000000005,0.051447,0.14831,697.27
359,3.0847,0.029757,-0.023702,309.57
360,4.7493,-0.048464,-0.01435,265.53
361,0.40526999999999996,-0.041149,-0.11497,688.85
362,0.28174,0.02414,-0.037232,669.06
363,4.5204,0.057826999999999996,0.0035491999999999998,266.87
364,4.5345,0.0707,0.0045425,265.05
365,4.5305,0.050669,0.00063898,267.0
366,0.29435,-0.04994,0.0029551,670.23
367,0.49182,-0.092797,-0.11537,693.74
368,0.48177,0.11947,0.073192,694.14
369,0.64531,-0.10264000000000001,-0.053985000000000005,694.46
370,1.7445,0.018884,0.04471,391.42
371,3.2361,-0.018734999999999998,0.023992,305.54
372,0.80676,0.05864199999999999,-0.028842000000000003,674.5
373,1.3071,-0.00066332,-0.019896,585.61
374,4.4746,-0.032104,0.041174,270.51
375,4.4887,-0.048329000000000004,0.043983,270.25
376,1.7572,-0.026158999999999998,0.010104,459.84
377,0.30245,-0.0052077,-0.098037,672.54
378,3.6781,-0.029831,0.01614,287.53
379,1.2265,0.034472,-0.027968,522.43
380,3.9087,-0.045862,-0.041759,280.44
381,3.9101,-0.035355000000000004,-0.051932000000000006,280.27
382,3.923,-0.035399,-0.056496000000000005,277.31
383,0.4573,0.09124600000000001,-0.086025,692.85
384,0.45261999999999997,0.079546,-0.14122,697.92
385,0.45282,0.061523,-0.14024,690.95
386,0.44746,0.061325,-0.14167000000000002,693.57
387,3.4010000000000002,0.027177999999999997,-0.040231,296.67
388,0.28467,0.0033216,0.012515,665.58
389,0.28645,0.0060968,0.0080757,666.54
390,0.28043,-0.0081957,0.021466,664.45
391,2.3698,0.0043808,-0.033813,353.7
392,2.0112,-0.057138,0.009671700000000002,360.91
393,1.4161,-0.017827000000000003,0.039451,457.46
394,0.50437,0.018838999999999998,-0.028326999999999998,695.38
395,0.21624000000000002,-0.0085475,-0.046291000000000006,640.56
396,0.52912,0.026118000000000002,-0.056405,696.55
397,0.79155,0.042179,-0.072638,658.74
398,0.36612,0.11093,0.042561,680.7
399,0.31763,-0.015274000000000001,0.03734,676.57
400,0.58157,-0.092942,0.067223,695.41
401,2.3476,-0.019755,-0.022112,359.61
402,1.7695,0.009823,-0.0061939,469.23
403,2.2179,0.010690999999999999,-0.0083476,388.35
404,0.41655,-0.10502,0.013228,688.66
405,0.35373000000000004,-0.08808099999999999,-0.05564500000000001,678.79
406,3.9786,-0.027437,0.005915,282.54
407,0.31451,0.075015,0.066455,675.0
408,2.0029,0.028893000000000002,-0.0012219000000000002,413.76
409,0.68826,0.092445,0.045057,691.69
410,2.8394,-0.031175,0.007211199999999999,323.6
411,4.0369,-0.082804,0.005887,274.38
412,4.0459,-0.10242000000000001,0.0036107,270.58
413,1.2602,-0.012458,-0.028380000000000002,576.28
414,0.81763,-0.051796,0.054530999999999996,657.85
415,0.36351,-0.091701,0.095591,686.61
416,0.48736999999999997,0.030389999999999997,-0.07011,694.24
417,3.3783,-0.0068725999999999995,0.025193,297.98
418,0.35009,0.037561000000000004,0.06954,681.08
419,0.5973,-0.13037,-0.05861,695.54
420,2.8987,-0.037337999999999996,0.008512299999999999,319.97
421,0.20736999999999997,0.011441,0.09009,634.57
422,0.32405,-0.052951,0.1089,676.89
423,0.33601,-0.040639,0.11029000000000001,678.9
424,0.33341,-0.061841999999999994,0.11431,695.22
425,3.0334,-0.008169,-0.00050989,318.52
426,3.4092,0.010059,0.047931,294.63
427,0.40626,-0.0051161,0.024564,689.22
428,2.4197,-0.05126699999999999,-0.019699,333.84
429,0.5474399999999999,0.15058,-0.0018365999999999999,697.22
430,0.66487,-0.09212100000000001,-0.081653,689.9
431,4.4886,-0.06372699999999999,0.019436000000000002,269.52
432,4.4929,-0.080125,0.0054489,265.88
433,0.30546999999999996,0.070501,0.024643,675.4
434,3.5569,0.025869999999999997,0.026417000000000003,292.93
435,0.5242399999999999,-0.064795,0.058325999999999996,695.86
436,3.6758,0.042691,-0.0073372,288.96
437,4.3688,-0.026835,0.0074164,273.4
438,4.605,-0.009237,-0.009667,269.16
439,0.70719,-0.10752,0.022261000000000003,675.66
440,0.73639,0.042446,0.077966,685.44
441,0.8318200000000001,-0.009337100000000001,-0.06768300000000001,657.9
442,0.24165999999999999,0.076647,0.088689,649.12
443,0.38066,0.036036,-0.065823,685.89
444,1.0618,-0.047611,0.018644,505.61
445,2.905,0.020809,0.006795399999999999,320.01
446,0.46112,0.064708,-0.028622,691.54
447,1.1396,0.0072128,0.036413,577.98
448,2.7652,0.039501,0.034128,319.62
449,0.7052,0.081164,0.07585900000000001,685.82
450,3.4826,0.046596,0.031767000000000004,292.9
451,3.4819999999999998,0.055897,0.03373,291.85
452,3.4659,0.049467000000000004,0.030607,293.23
453,1.0854,0.039664,-0.0085458,602.4
454,0.27935,-0.020837,-0.09776699999999999,666.86
455,3.2708,-0.021223,0.0040161,305.18
456,4.508,-0.035942,-0.0020809,270.41
457,0.4308,0.048582,-0.030742000000000002,689.4
458,0.8785200000000001,0.011807999999999999,-0.052091,656.61
459,0.5338,0.09997,0.021539,695.75
460,0.56025,0.14452,0.049211000000000005,695.74
461,3.1321,0.0069391,0.032995,308.6
462,3.4976,-0.019842,-0.017774,297.0
463,0.44398999999999994,-0.033684,0.092902,691.62
464,0.43981000000000003,-0.038901,0.078573,690.63
465,0.45009,-0.02335,0.09123300000000001,692.24
466,0.66948,0.071505,-0.068735,693.2
467,2.3933,-0.0041503,0.042849,344.85
468,3.1689,-0.0042972,-0.032820999999999996,308.0
469,2.8846,-0.040213,-0.032029,313.93
470,0.33793,-0.11596,0.06046900000000001,695.34
471,1.9979,0.0025644,-0.023802,410.7
472,0.55906,-0.00029637,-0.12095,695.9
473,3.3285,0.040255,0.0036489000000000005,300.9
474,0.64276,0.11987,0.050819,691.58
475,1.7332,-0.040212,0.0011522,444.72
476,0.19885999999999998,-0.083485,-0.059789999999999996,622.64
477,0.29605,0.0038082,0.12772999999999998,681.6
478,4.0739,0.030101,0.0034207,280.73
479,4.763,0.039643,-0.021212,264.83
480,4.7848,0.03984,-0.022077,265.02
481,3.0248,-0.0041499,-0.016509,317.61
482,2.784,0.0026022,0.0084156,330.77
483,0.46496000000000004,-0.092254,0.096399,693.34
484,0.22136999999999998,0.07823300000000001,-0.10163,654.14
485,0.37001999999999996,0.0934,-0.0038290999999999998,684.81
486,1.7125,-0.0035816000000000003,-0.017807,480.29
487,0.52181,0.10197,-0.051658,694.78
488,0.67713,0.0040576,-0.10869000000000001,692.99
489,0.51644,-0.12816,0.078079,696.09
490,1.7679,0.048969,-0.007566,413.18
491,1.1118,-0.0011344,-0.045107,525.64
492,0.45288,0.13022,-0.07321799999999999,697.28
493,3.1008,-0.0070678,-0.030139,308.98
494,3.0304,-0.025439,-0.038506,309.33
495,0.5352,-0.01255,0.1218,695.87
496,4.0751,0.048312,0.0043537,279.28
497,0.3892,0.11628,0.06143200000000001,694.26
498,0.47081999999999996,-0.00032747,-0.062284000000000006,693.83
499,0.80799,-0.065041,0.0038811999999999996,674.29
500,2.0887,0.060862,-0.010218000000000001,349.69
501,2.1226,-0.049612,0.004249800000000001,357.81
502,1.9773,0.017490000000000002,0.011433,419.67
503,4.3499,-0.0038008000000000004,0.047202999999999995,273.33
504,3.4711,0.067364,0.0029135000000000003,289.79
505,0.612,-0.0734,0.11817000000000001,694.05
506,0.21088,0.07309600000000001,-0.0075171000000000005,637.31
507,0.5291100000000001,-0.12628,0.09440599999999999,696.32
508,1.9303,0.04074,-0.033662,379.93
509,3.6503,-0.069354,-0.0048552,285.14
510,3.6559,-0.054291,0.0031487,285.42
511,3.6642,-0.055373,-0.0053185,287.43
512,0.60754,-0.040097,0.11208,695.41
513,3.5645,-0.036601,0.012749,292.17
514,0.76483,0.075222,0.036711,680.26
515,0.90786,0.042341000000000004,-0.017232,654.64
516,0.40831999999999996,-0.011307,0.099639,689.28
517,2.6982,-0.028999999999999998,0.0041637,332.68
518,0.39383,-0.08970800000000001,0.034275,686.6
519,4.5316,0.032987999999999996,-0.0092118,267.5
520,4.5051,-0.049707999999999995,0.029061,270.42
521,0.64982,-0.046331,-0.10003,694.37
522,3.1346,-0.036291000000000004,-0.033594,303.71
523,0.25217,-0.052575,-0.063372,655.49
524,1.4992,-0.028401,-0.024028,501.06
525,3.4972,0.059212,-0.011061,293.95
526,2.0317,-0.050105000000000004,-0.010856999999999999,379.4
527,3.904,-0.0036693000000000003,-0.0020974,286.13
528,0.38323,0.015082,0.12212,685.89
529,0.5,-0.03413,-0.15937,696.86
530,1.6261,-0.022922,-0.033946,457.75
531,4.3943,0.038021,0.023076,272.42
532,3.3849,-0.039932999999999996,-0.0092297,298.52
533,1.3873,-0.041918000000000004,0.013299,484.88
534,1.5688,-0.0051335,0.048174,431.66
535,4.4991,0.0090097,0.031635,271.87
536,1.9428,-0.032899,0.013430000000000001,404.93
537,0.48356000000000005,-0.015786,0.12711,694.6
538,2.0445,-0.01227,-0.033818,387.28
539,4.4409,0.052684,-0.056723,266.23
540,4.4261,0.065332,-0.047102,264.94
541,4.1683,0.008226100000000002,-0.031495999999999996,278.01
542,0.56885,-0.090537,-0.06180599999999999,695.34
543,2.5288,0.036405,-0.023797,337.45
544,0.5064,-0.047097,-0.10860999999999998,695.08
545,0.26947,0.076905,0.004665399999999999,663.58
546,2.3152,0.021744,0.051163,341.58
547,1.6376,0.0025474,0.047749,409.29
548,0.73292,-0.09726599999999999,0.029459,680.62
549,3.2881,-0.038647,-0.010623,301.56
550,3.9997,-0.049789,-0.031449,277.9
551,0.35504,-0.11024,-0.017601,681.15
552,0.35341999999999996,-0.091584,-0.0088449,680.11
553,0.34588,-0.10622000000000001,-0.014015999999999999,680.29
554,0.4358,0.11540999999999998,0.085187,689.18
555,1.6755,0.036131,-0.027676999999999997,416.38
556,0.42757,0.058452,-0.11654,689.37
557,0.26102,0.12793,-0.012478,691.11
558,0.52847,-0.1341,-0.008140600000000001,694.94
559,0.21085,-0.024644,0.071411,635.4
