"Index","Points:0","Points:1","Points:2","T"
0,0.5191399999999999,-0.04657,0.15014,696.54
1,0.4017,-0.016837,-0.10382000000000001,684.75
2,0.60911,-0.061386,-0.10436,694.82
3,1.8414,0.011922,-0.021639,433.36
4,0.41811000000000004,-0.057201999999999996,-0.06292400000000001,689.56
5,1.4287,0.047023,0.005842,446.26
6,1.1962,-0.046,-0.0044122,553.26
7,0.37214,-0.053125,-0.09854600000000001,680.8
8,0.29774,0.040737999999999996,-0.033242,671.84
9,0.353,0.048305,0.065106,682.26
10,1.2633,0.016061000000000002,0.033846,552.22
11,1.0363,0.020952000000000002,0.032768,604.34
12,0.33449,-0.0049678000000000005,0.024499,679.25
13,0.5401600000000001,-0.074607,0.12007999999999999,695.95
14,0.39742,0.031341,-0.042625,688.48
15,0.40983,-0.029693999999999998,-0.037732,690.93
16,0.56858,-0.1471,-0.031763,696.14
17,0.6491100000000001,0.12025,-0.042519,690.58
18,0.5130100000000001,-0.075291,-0.024791999999999998,695.43
19,0.5726,0.051514,-0.12352,695.34
20,0.44873999999999997,0.061073,-0.12612,692.18
21,1.505,-0.028850999999999998,0.0095027,517.29
22,0.8249,-0.017763,-0.071452,652.0
23,0.6773399999999999,-0.064084,-0.10066,683.29
24,0.41996999999999995,-0.016253,0.12652,689.42
25,0.30594,-0.067625,-0.073249,670.47
26,0.73406,-0.086267,0.00094476,685.64
27,0.25217,-0.09173300000000001,0.065081,656.42
28,0.56319,-0.10378,0.041007999999999996,695.61
29,1.2969,0.024923,-0.018812,577.58
30,0.21963000000000002,0.03167,-0.068878,647.3
31,1.7271,0.029693999999999998,-0.022024000000000002,425.0
32,1.7319,0.039492,-0.017294,414.72
33,1.7311,0.041505,-0.0021535,426.36
34,0.18147,0.12579,0.009614,603.13
35,0.19162,0.11275999999999999,-0.00505,613.38
36,1.0229,0.009229000000000001,0.050692,504.6
37,0.80938,-0.039958,-0.050882,674.22
38,1.1787,0.009903299999999999,0.030744999999999998,591.65
39,0.65399,-0.033173,-0.12227,691.22
40,1.005,-0.029862,0.013597,639.52
41,1.5088,-0.013451,-0.028189,501.6
42,0.62164,0.080927,0.10429000000000001,694.95
43,0.92055,0.04568,-0.011113,645.47
44,1.0567,0.044091000000000005,0.006607600000000001,585.97
45,0.95652,0.036969,0.0042832,650.55
46,0.5494600000000001,-0.081683,-0.042577,696.61
47,0.67691,0.08317999999999999,-0.070292,692.48
48,0.53181,0.03229,0.11505,695.26
49,0.8795200000000001,0.0041518,0.054801,653.87
50,0.32638,-0.0072422,-0.11875,673.43
51,0.43273,-0.048664,-0.053292,692.02
52,1.0107,0.008543299999999998,0.033510000000000005,624.47
53,0.54003,-0.073942,0.1027,695.75
54,0.9657399999999999,-0.020907,0.024132,649.93
55,0.33957,0.036968,-0.12118,679.09
56,0.38117,0.024531,-0.049397,685.71
57,0.27002,0.098686,-0.081399,695.11
58,0.36419,0.006935500000000001,0.1293,683.36
