"Index","Points:0","Points:1","Points:2","T"
756,0.19634000000000001,-0.1287,-0.0075999,664.2
769,0.19408,-0.12508,-0.031468,662.54
1229,0.19657,-0.11104000000000001,-0.0083086,620.47
1235,0.19346,-0.12375,-0.029332999999999998,621.1
1238,0.19658,-0.11107,-0.024964,619.62
1264,0.19371,-0.10184,-0.017165,616.76
1277,0.19128,-0.11287,-0.004650199999999999,615.79
1278,0.19129000000000002,-0.11603,-0.0046826,615.25
1283,0.19097999999999998,-0.099383,-0.016268,614.27
1290,0.1893,-0.10447000000000001,-0.021049000000000002,612.72
58923,0.1981,0.09268799999999999,0.08847000000000001,632.31
58978,0.19684000000000001,0.093385,0.083879,622.69
58986,0.19664,0.056266,0.06560099999999999,621.51
58992,0.19680999999999998,0.09711399999999999,0.06708099999999999,619.72
59006,0.19307,0.078907,0.076299,615.42
59016,0.19059,0.066711,0.068191,614.55
59027,0.18972,0.092386,0.072049,612.4
59034,0.18855999999999998,0.09472,0.075973,611.54
59039,0.18847,0.074555,0.081828,610.8
59058,0.18517999999999998,0.096221,0.084338,608.99
17484,0.19694,0.05304400000000001,-0.09221900000000001,623.02
17487,0.19808,0.043529000000000005,-0.09900199999999999,621.01
17504,0.19268,0.07169500000000001,-0.10475,619.06
17509,0.19292,0.06439199999999999,-0.10851,618.6
17522,0.19265,0.058401,-0.10144,615.82
17534,0.18961,0.052167,-0.087046,615.36
17538,0.18969,0.059830999999999995,-0.11155999999999999,614.23
17539,0.19046,0.026295,-0.086191,614.04
17545,0.18818,0.07305299999999999,-0.10384000000000002,613.43
17557,0.18785,0.047293,-0.091043,612.05
1282,0.19127,-0.020794,-0.005894600000000001,614.58
1295,0.18761,-0.016114,-0.011601,610.6
1350,0.18117,-5.3516e-05,-0.012004,602.77
17492,0.19642,0.016396,-0.012282,620.49
17501,0.19542,0.015494999999999998,-0.011111,618.71
17568,0.18656,0.0086757,-0.017613999999999998,609.58
40149,0.18949000000000002,-0.0063691,0.0074701,613.98
40180,0.19639,-0.019819,0.0029335999999999997,619.87
40182,0.1851,-0.014421000000000002,0.009769799999999999,608.88
40187,0.18503,-0.012986000000000001,0.004306399999999999,607.76
17498,0.19595,0.032958,-0.014787999999999999,618.7
17499,0.19530999999999998,0.048468000000000004,0.0008467,619.56
17503,0.19583,0.03776,-0.031458,617.62
17519,0.19302,0.035657999999999995,-0.00043455,616.26
17524,0.19304000000000002,0.036273,-0.027264999999999998,614.75
17531,0.19157000000000002,0.027812,-0.018739,615.53
17548,0.18908,0.049053,-0.012506999999999999,612.88
17571,0.18652,0.047754000000000005,-0.02424,609.36
17575,0.1863,0.054065999999999996,-0.002113,609.57
17600,0.18364,0.050667000000000004,-0.026581,605.87
40095,0.19491,-0.1103,0.061995,621.62
40096,0.19798,-0.10164,0.028912,620.35
40102,0.19743,-0.11625999999999999,0.040604,619.18
40105,0.19645,-0.10689000000000001,0.014972,619.9
40109,0.19617,-0.09554,0.027575,618.79
40122,0.1943,-0.11182,0.054255,617.41
40128,0.19349,-0.11309000000000001,0.0196,616.03
40134,0.19225,-0.1041,0.050898,615.05
40136,0.19125,-0.096973,0.036078,615.6
40137,0.19034,-0.11375,0.056727,615.96
40094,0.19609000000000001,-0.05209400000000001,0.028124,622.44
40103,0.19618,-0.05198,0.04854,620.98
40108,0.19537000000000002,-0.04136,0.052516,620.16
40110,0.19522,-0.059889,0.006901399999999999,619.71
40114,0.19468,-0.033839,0.055804,619.84
40123,0.19297999999999998,-0.045319,0.028761000000000002,618.62
40125,0.19335,-0.038044999999999995,0.022529,617.9
40129,0.19222,-0.046586,0.027285000000000004,617.34
40143,0.19075,-0.045224,0.041881,615.71
40144,0.19067,-0.060291,0.030458999999999996,615.53
1212,0.19808,-0.067675,-0.068772,623.33
1214,0.19816,-0.055077999999999995,-0.049182,622.32
1217,0.19708,-0.038842,-0.055722,622.27
1227,0.19591,-0.040268,-0.046477,621.08
1228,0.19652999999999998,-0.031844,-0.069145,620.5
1232,0.19671,-0.042682,-0.07192,620.58
1239,0.19562000000000002,-0.030737999999999998,-0.067194,619.72
1241,0.19514,-0.025506,-0.067764,619.83
1252,0.19425,-0.046569,-0.088745,619.36
1255,0.19361,-0.044072,-0.083219,618.92
1220,0.19635,-0.0082204,-0.081737,621.87
1246,0.19427,-0.017652,-0.09961,620.44
1262,0.19243,-0.027058999999999996,-0.083214,617.66
1270,0.19263,-0.015478,-0.073822,615.99
1291,0.18894,-0.027049,-0.090196,612.83
1305,0.18619000000000002,-0.0069458,-0.096235,610.21
1343,0.18202000000000002,-0.022471,-0.084003,604.05
17541,0.18953,0.0088535,-0.093445,613.41
17559,0.18775,0.010449,-0.088992,611.03
17628,0.18023,0.0041913,-0.10479000000000001,601.79
40098,0.19721,-0.020671000000000002,0.051648,621.34
40147,0.19091,-0.024538,0.035851999999999995,613.98
40160,0.18914,-0.025055,0.045344,612.42
40171,0.18828,-0.0032023000000000004,0.051862,611.1
40173,0.18688,-0.020556,0.043858999999999995,610.06
40181,0.18577,-0.014037,0.030791000000000002,608.31
40206,0.18207,-0.0039478000000000004,0.032714,604.41
40208,0.18179,-0.0045691,0.067131,604.37
40236,0.179,-0.011346,0.051052999999999994,600.12
59110,0.18048,0.0013007,0.063889,602.38
1218,0.19788,-0.0078598,-0.052798000000000005,621.34
1219,0.19809000000000002,-0.032882,-0.022486000000000003,621.89
1222,0.19798,-0.026008999999999997,-0.031813,621.69
1225,0.19749,-0.020158000000000002,-0.043970999999999996,621.04
1240,0.1967,-0.011585999999999999,-0.024142,618.95
1242,0.196,-0.011541,-0.037462,618.78
1263,0.19345,-0.01096,-0.051722000000000004,616.74
1275,0.1926,-0.010598999999999999,-0.035407999999999995,615.08
1279,0.19207,-0.011918999999999999,-0.021008000000000002,614.3
1280,0.19167,-0.008614,-0.022022,614.17
17486,0.19707,0.11001,-0.035168,621.51
17496,0.19584000000000001,0.096801,-0.0090775,620.57
17502,0.19568,0.12293,-0.0047152,617.9
17508,0.19305999999999998,0.09831000000000001,-0.034377,619.02
17513,0.1941,0.12061,-0.020222999999999998,617.15
17550,0.18913,0.11577,-0.0148,611.69
17551,0.18830999999999998,0.10633,-0.015409,612.29
17552,0.18853,0.11005999999999999,-0.008903200000000002,611.58
17558,0.18771,0.10197,-0.025825999999999998,611.41
17563,0.1872,0.10337,-0.0061914,610.94
40084,0.19831,-0.059788,0.11091,622.99
40111,0.19634000000000001,-0.06907100000000001,0.094551,618.06
40112,0.19318,-0.093373,0.085531,619.69
40119,0.19509,-0.082875,0.090029,617.55
40130,0.19343,-0.059961,0.098739,615.38
40135,0.19261,-0.075487,0.084898,614.94
40152,0.18995,-0.065682,0.10207000000000001,611.77
40158,0.18927,-0.06918200000000001,0.084628,611.8
40193,0.18342,-0.079217,0.090741,605.45
40216,0.18152000000000001,-0.048016,0.096575,602.97
58979,0.19652,0.079845,0.029826,623.49
58985,0.19361,0.075977,0.020350999999999998,622.92
59000,0.19441,0.082938,0.053326,617.47
59033,0.18864,0.073058,0.05673400000000001,612.63
59051,0.18658,0.087492,0.041254,610.53
59070,0.18386,0.071653,0.016148,608.09
59073,0.18359,0.072937,0.033389,607.05
59097,0.18144000000000002,0.079614,0.035605,603.8
59098,0.18115,0.065307,0.010812,603.67
59112,0.18022,0.083025,0.007399600000000001,601.89
17485,0.19784000000000002,0.056553,-0.036797,622.33
17494,0.19642,0.081001,-0.009247100000000001,619.64
17520,0.19276,0.052786,-0.042269,616.25
17526,0.19172999999999998,0.055227,-0.047619999999999996,615.69
17528,0.19111,0.08662,-0.02729,615.88
17529,0.19082000000000002,0.066829,-0.032155,616.03
17547,0.18873,0.070365,-0.039989,613.15
17553,0.18822,0.061312,-0.039992,612.3
17561,0.1869,0.07747899999999999,-0.020528,610.77
17562,0.18669000000000002,0.069776,-0.035473000000000005,611.1
58810,0.19683,0.12777,0.017144,645.12
58989,0.19498,0.099632,0.0054914,621.87
58993,0.19394,0.12572,0.014129,620.72
58998,0.1895,0.12412999999999999,0.035194,620.32
59010,0.19241,0.11667000000000001,0.031734,614.57
59024,0.19021,0.10805999999999999,0.028584,612.78
59038,0.18808,0.10569,0.010778,612.24
59049,0.18705,0.11062000000000001,0.028935000000000002,609.53
59056,0.18609,0.11657000000000001,0.027629,607.81
59057,0.18538,0.10705999999999999,0.012048999999999999,608.98
17470,0.19644,0.07509,-0.060913999999999996,624.61
17511,0.19317,0.066947,-0.065152,617.6
17549,0.18787,0.063414,-0.082011,613.13
17567,0.18696,0.078355,-0.084369,609.33
17569,0.18635,0.07220800000000001,-0.079582,609.35
17585,0.18489,0.079637,-0.050378,608.98
17591,0.18449000000000002,0.066709,-0.056802,607.29
17597,0.18325,0.080923,-0.046294,606.49
17613,0.18167,0.075398,-0.080235,603.33
17627,0.1804,0.081377,-0.059465,602.06
58981,0.1976,0.026122000000000003,0.079152,621.65
58982,0.19616,0.036099,0.066859,621.9
58984,0.19743,0.016921000000000002,0.089128,621.58
58988,0.19651,0.016569,0.079564,621.01
58995,0.19487000000000002,0.015704,0.061352,620.34
59003,0.19355999999999998,0.0062865,0.09162999999999999,617.11
59004,0.19354000000000002,0.010325,0.09174199999999999,616.87
59005,0.1913,0.016280000000000003,0.0676,617.74
59012,0.19108,0.0341,0.08404600000000001,616.0
59021,0.19014,0.0091258,0.080617,613.93
40113,0.1957,-0.037191,0.090388,618.67
40118,0.19523,-0.042962,0.098989,617.55
40138,0.19167,-0.036782,0.087512,614.5
40141,0.19127,-0.033648000000000004,0.085901,614.73
40155,0.18939,-0.02918,0.11545,612.38
40167,0.18803,-0.039681,0.087003,610.62
40191,0.18361,-0.027452999999999998,0.10604000000000001,606.54
40213,0.18153,-0.025029,0.11957000000000001,603.41
1192,0.19505999999999998,-0.096813,-0.0836,626.01
1248,0.19539,-0.088311,-0.087861,618.9
1250,0.1945,-0.091137,-0.085049,618.61
1261,0.19361,-0.075866,-0.080348,617.63
1265,0.19284,-0.090228,-0.08630700000000001,616.83
1284,0.19066,-0.086689,-0.080955,613.96
1299,0.18755,-0.085163,-0.082678,610.44
1304,0.18699000000000002,-0.084843,-0.071523,610.19
1237,0.19660999999999998,-0.034076,-0.11895,620.01
1253,0.19539,-0.068362,-0.10066,617.61
1266,0.19311,-0.056815,-0.089914,617.2
1273,0.19146,-0.039842,-0.11955999999999999,616.8
1274,0.19243,-0.042181,-0.10387,615.14
1287,0.18947,-0.034088,-0.12209,614.03
1296,0.18774000000000002,-0.043254,-0.10006,610.53
1310,0.1858,-0.063461,-0.105,608.29
1313,0.1848,-0.037123,-0.09486499999999999,608.75
1314,0.18437,-0.037869,-0.12319000000000001,608.81
40139,0.19159,-0.002652,0.1233,613.72
40169,0.18785,-0.007103,0.10514000000000001,610.78
40197,0.18322,-0.006392899999999999,0.12364000000000001,605.12
40203,0.18248,-0.011834,0.11947999999999999,604.01
40209,0.18188,-0.0027224,0.11955,603.47
58991,0.19568,0.0031914,0.12637,620.29
59020,0.19038,0.0023271,0.10849,613.61
59026,0.19019,0.014072,0.10824,612.06
59046,0.18731,0.022141,0.12387000000000001,610.74
59055,0.18592999999999998,0.017565,0.11227999999999999,608.03
1213,0.19737000000000002,-0.047106999999999996,-0.033449,622.83
1226,0.19712000000000002,-0.090149,-0.028364,621.22
1243,0.1948,-0.073013,-0.042737,619.72
1245,0.19514,-0.072615,-0.03352,619.73
1251,0.19475,-0.074758,-0.023696000000000002,619.3
1259,0.19385,-0.074025,-0.045204,617.6
1286,0.18949000000000002,-0.061860000000000005,-0.033246,613.87
1289,0.18937,-0.047025,-0.034006,613.62
1306,0.18623,-0.067475,-0.036717,609.36
1366,0.17978,-0.053069000000000005,-0.031913,601.35
59014,0.19135,0.044962,0.11594000000000002,614.09
59015,0.18967,0.071633,0.1062,615.63
59045,0.18769,0.062836,0.09590499999999999,610.17
59065,0.18513,0.040826,0.10255999999999998,606.87
59075,0.1838,0.06249,0.10164,605.68
59077,0.1835,0.053898,0.088226,605.81
59107,0.18069000000000002,0.050689,0.10202,602.06
59119,0.17966,0.037465,0.11095999999999999,601.0
40132,0.19177,0.0012864,0.0133,616.08
59001,0.19145,0.014296000000000001,0.019813,618.1
59009,0.19228,0.03335,0.027150999999999998,615.95
59017,0.19,0.013300999999999999,0.036028,614.48
59030,0.1891,0.015377000000000002,0.038056,612.9
59036,0.18683,0.011916,0.020762,612.25
59044,0.18749000000000002,0.036355,0.024655,611.1
59064,0.18498,0.026342,0.02103,607.6
59069,0.18457,0.024908,0.041664,607.4
59082,0.18335,0.036281,0.027152,605.71
40124,0.19269,-0.071463,0.048068,618.24
40131,0.19285,-0.080194,0.067454,615.5
40133,0.1923,-0.088474,0.054679,615.05
40145,0.19105,-0.079826,0.064617,613.91
40159,0.18938,-0.081776,0.07610700000000001,612.12
40198,0.1833,-0.098126,0.06885,605.31
40207,0.18236,-0.092356,0.062110000000000005,604.11
40212,0.18172,-0.10145,0.067749,603.55
40227,0.18049,-0.078046,0.068677,601.94
40232,0.17948,-0.10016,0.078763,601.0
1233,0.19685999999999998,-0.044366,-0.006612000000000001,619.29
1257,0.19319,-0.052020000000000004,-0.023201,618.32
1271,0.19272,-0.053732,-0.018153,616.23
1276,0.19222999999999998,-0.039684,-0.0044711,614.59
1311,0.18561,-0.05445,-0.011478,608.6
1320,0.18415,-0.03855,-0.02,607.01
1361,0.18517,-0.042722,-0.0011638,607.07
1371,0.18020999999999998,-0.046658,0.0026135000000000004,601.41
17516,0.19292,0.042674000000000004,-0.062681,616.56
17530,0.19157000000000002,0.044791000000000004,-0.053142999999999996,614.5
