"Index","Points:0","Points:1","Points:2","T"
59984,0.20769,-0.046862,0.054437,629.77
59985,0.20776999999999998,-0.042339999999999996,0.05624199999999999,629.57
59995,0.20526,-0.035117,0.069471,627.96
60003,0.20414000000000002,-0.033167,0.050414999999999995,627.82
60010,0.20135,-0.057948,0.056224,625.9
60012,0.20157,-0.033898000000000005,0.0457,625.7
60013,0.19824,-0.043733,0.035448,626.16
60015,0.20202,-0.039044999999999996,0.06377000000000001,624.84
60018,0.20073,-0.028789,0.057911000000000004,624.4
60023,0.19847,-0.038813,0.040779,624.88
2520,0.20604,-0.044657999999999996,-0.11929000000000001,636.89
2563,0.19875,-0.04711,-0.11942,633.12
2578,0.20606999999999998,-0.039561,-0.092325,629.43
2581,0.19378,-0.048809,-0.11900999999999999,631.16
2587,0.20694,-0.033205,-0.11972000000000001,627.95
2592,0.19919,-0.023701,-0.12532000000000001,629.1
2597,0.20057,-0.037958,-0.12113,627.72
2598,0.20306,-0.03826,-0.092642,627.11
2600,0.20545,-0.050904000000000005,-0.10313,625.45
2608,0.20449,-0.054955,-0.096105,624.89
84987,0.20509000000000002,0.080235,0.026194,634.38
85001,0.20357,0.081117,0.022071,632.34
85011,0.20345,0.078476,0.030674,631.12
85019,0.20724,0.066942,0.043656,628.01
85028,0.20364000000000002,0.058874,0.032869999999999996,627.92
85041,0.19752999999999998,0.06880399999999999,0.024049,626.4
85042,0.20097,0.06324600000000001,0.033944999999999996,624.49
85051,0.19805999999999999,0.065566,0.030391,623.94
85053,0.19652,0.087409,0.024709000000000002,624.44
85055,0.1998,0.061009,0.048615,622.57
24483,0.20085999999999998,0.027105,-0.020174,626.62
24485,0.20112,0.022831999999999998,-0.028248000000000002,626.55
24508,0.19892,0.012833,-0.041306999999999996,621.75
24534,0.19316,0.029925999999999998,-0.030168,618.89
24536,0.19255999999999998,0.025016,-0.025330000000000002,618.38
24544,0.19155999999999998,0.030971,-0.024635,616.92
24568,0.19045,0.020128999999999998,-0.033877,614.28
24573,0.18932000000000002,0.022227,-0.021797999999999998,614.43
24596,0.1872,0.026325,-0.012725,611.94
24609,0.1865,0.02263,-0.0479,609.1
59332,0.19857,-0.039626,0.12282,688.2
