"Index","Points:0","Points:1","Points:2","T"
983,0.18621,-0.028105,-0.027006,610.45
992,0.1848,-0.025904000000000003,-0.021536000000000003,608.74
994,0.18481,-0.006146100000000001,-0.0081614,607.27
1000,0.18425,-0.0033715000000000004,-0.030539,606.9
1041,0.17995999999999998,-0.020305,-0.024752,601.43
1042,0.17954,-0.0013765999999999997,-0.016004,601.08
10551,0.18515,0.028107999999999998,-0.0079794,607.95
10557,0.18467999999999998,0.01826,-0.032615,606.94
10571,0.18248,0.020021,-0.012578,604.78
10575,0.18222,0.012985,-0.016325,604.28
10536,0.18695,0.036248,-0.10203999999999999,609.69
10550,0.18542,0.029635,-0.095066,608.56
10552,0.18509,0.068432,-0.092001,607.91
10554,0.18474000000000002,0.066603,-0.073737,607.78
10556,0.18475,0.040503,-0.11640999999999999,606.94
10561,0.18391,0.033563,-0.084026,606.58
10563,0.18331,0.068006,-0.081082,605.84
10570,0.18263,0.034119,-0.09128,605.13
10574,0.18194000000000002,0.060534000000000004,-0.072482,604.41
10578,0.18188,0.042029000000000004,-0.10955,603.57
21321,0.18479,-0.0036714,0.10793,606.84
21368,0.18,-0.010509000000000001,0.10165,601.61
30913,0.18699000000000002,0.028049,0.066341,611.3
30918,0.1873,0.01875,0.084494,610.04
30920,0.1867,0.02659,0.072299,610.08
30927,0.18632,0.0078123,0.10309000000000001,608.19
30930,0.18607,0.02518,0.11263,607.91
30938,0.1848,0.016523,0.07194,607.91
30944,0.18433,0.029187,0.10145,606.23
30956,0.18317,0.023941,0.079123,605.72
10543,0.1864,0.081836,-0.003081,609.3
30906,0.18741,0.060872,0.013488,612.63
30915,0.1871,0.10712,0.036118,610.53
30919,0.18727,0.11338,0.03764,609.77
30935,0.18441,0.12495999999999999,0.03207,609.34
30946,0.18389,0.1035,0.012081,607.22
30947,0.18374000000000001,0.085258,0.012101,606.49
30949,0.18355,0.089115,0.025186,606.71
30954,0.18325,0.0944,0.018631,606.45
30959,0.18329,0.10697000000000001,0.01043,605.91
10521,0.18773,0.11391,-0.059217,613.0
10526,0.18686,0.081733,-0.061609000000000004,612.61
10527,0.18779,0.10255999999999998,-0.025494,611.59
10528,0.18729,0.092166,-0.042187,611.95
10533,0.18695,0.09604700000000001,-0.044022000000000006,610.51
10537,0.18639,0.091677,-0.031148000000000002,610.61
10539,0.18694000000000002,0.12125999999999999,-0.0082625,608.89
10562,0.18317,0.08075700000000001,-0.043220999999999996,605.97
10573,0.18250999999999998,0.12268,-0.016581,604.2
10597,0.17887999999999998,0.10422999999999999,-0.036897000000000006,600.18
977,0.18688,-0.026248,-0.073924,610.85
980,0.18667,-0.059448,-0.086924,610.22
981,0.18667999999999998,-0.031237,-0.060377999999999994,610.4
986,0.18529,-0.072931,-0.10492,609.36
993,0.18503,-0.053799,-0.062127999999999996,608.32
1004,0.1836,-0.054126,-0.06917100000000001,606.66
1012,0.18258,-0.02967,-0.049091,604.93
1049,0.17893,-0.048839999999999995,-0.082059,600.42
21306,0.18791,-0.028825,0.07005499999999999,610.93
21312,0.18665,-0.029862,0.078721,609.17
21313,0.18565,-0.044192,0.085454,608.42
21315,0.18500999999999998,-0.024848,0.077645,608.36
21319,0.18465,-0.04883,0.10712999999999999,607.0
21322,0.18444000000000002,-0.027761,0.067495,606.7
21325,0.18417999999999998,-0.048817,0.08617899999999999,606.79
21335,0.18299,-0.046279,0.085958,605.23
21336,0.18307,-0.056353999999999994,0.098726,604.82
21345,0.18228,-0.050362,0.087605,604.15
975,0.18766,-0.016511,-0.11273,610.72
979,0.18703,-0.027681,-0.092843,610.48
989,0.18534,-0.015837,-0.12669,609.18
999,0.18375999999999998,-0.010747,-0.12639,607.09
1010,0.1831,-0.030043,-0.087103,605.37
1017,0.18205,-0.018431,-0.09991,604.57
1034,0.18059,-0.023822,-0.11229000000000001,601.88
1039,0.18003,-0.012853,-0.09641,601.45
1040,0.17982,-0.030406,-0.12240999999999999,601.43
1044,0.1795,-0.03299,-0.099159,600.81
978,0.1874,-0.11865,-0.01741,609.66
982,0.18600000000000003,-0.10992,-0.065886,610.27
985,0.18641,-0.09750199999999999,-0.027117000000000002,609.27
990,0.18592,-0.10999,-0.038444,608.43
998,0.18433,-0.10765999999999999,-0.0083955,606.48
1020,0.18173,-0.088782,-0.0083157,603.63
1024,0.18166,-0.12214000000000001,-0.020424,603.17
1027,0.18102000000000001,-0.097272,-0.048789,602.93
1031,0.18055,-0.097318,-0.019719,602.47
1050,0.17941,-0.11427999999999999,-0.042969,600.3
21308,0.18750999999999998,-0.11590999999999999,0.033348,609.61
21311,0.18678,-0.10254,0.035925,608.89
21318,0.18481,-0.1133,0.028663,606.89
21326,0.18433,-0.10522999999999999,0.020648,606.02
21344,0.18197,-0.09791799999999999,0.006727800000000001,603.97
21353,0.18119000000000002,-0.11508,0.041257,602.61
21355,0.18075,-0.09965,0.015993,602.46
21356,0.18072,-0.098938,0.020956,602.41
21364,0.18009,-0.10069,0.013786000000000001,601.69
21305,0.18759,-0.0029038000000000002,0.048913,612.38
21307,0.18739,-0.0079301,0.038558999999999996,611.94
21338,0.18342999999999998,-0.0029546999999999998,0.054999,605.84
21341,0.18227000000000002,-0.01395,0.055852,604.84
21346,0.18185,-0.022505,0.051697,604.16
21354,0.18111,0.0027444,0.034814,602.88
30909,0.18821,0.020119,0.029082999999999998,611.28
30911,0.18786,0.013047999999999999,0.047704,611.41
30932,0.18597,0.019851,0.035006999999999996,608.24
30940,0.18444000000000002,0.015271000000000002,0.045821,607.3
991,0.18528,-0.049734,-0.015897,609.33
1005,0.1837,-0.044405,-0.0056503,606.61
1011,0.18557,-0.022583000000000002,0.00020505,608.31
1023,0.18181,-0.037819,-0.0045918999999999995,603.91
1033,0.18051,-0.03317,-0.012653,602.44
21310,0.18665,-0.037752,0.023453,610.58
21316,0.18520999999999999,-0.038810000000000004,0.0067896,608.37
21332,0.18286,-0.036982,0.023418,605.94
21347,0.18188,-0.042072000000000005,0.0054389,604.16
21361,0.18045999999999998,-0.055317,0.006726100000000001,602.21
30914,0.18753,0.049747,0.033059,610.02
30923,0.18629,0.038515,0.02623,609.14
30929,0.18571,0.054955,0.04568,609.19
30939,0.18438,0.075908,0.039775,607.58
30942,0.18422,0.041437,0.034794,606.84
30948,0.18370999999999998,0.06664199999999999,0.040262,606.37
30950,0.18348,0.049554,0.074365,606.12
30952,0.18322,0.0532,0.052432000000000006,606.43
30980,0.18120999999999998,0.042824,0.047907,603.3
30986,0.18027,0.061323,0.060921,602.19
21304,0.18814,-0.07182899999999999,0.041063,611.63
21317,0.18477000000000002,-0.052804,0.048452999999999996,608.42
21333,0.18295,-0.05251,0.05971900000000001,605.17
21339,0.18222,-0.077626,0.023043,604.98
21369,0.18005,-0.041861,0.058175,601.53
21375,0.17929,-0.06619900000000001,0.050418,600.6
21378,0.17908,-0.066974,0.044939,600.22
1051,0.18126,0.0014824000000000003,-0.09754299999999999,603.39
10530,0.18775,0.006056399999999999,-0.069939,610.4
10535,0.18764,0.00099362,-0.10662,610.9
10538,0.18703,0.009689,-0.063178,609.11
10544,0.18571,0.0326,-0.063057,609.85
10546,0.18614,0.016198,-0.083017,608.33
10547,0.18595,0.013237,-0.072024,608.06
10549,0.18516,0.009350299999999999,-0.089363,608.24
10559,0.18397,0.021404,-0.056424,606.74
10588,0.1804,0.0102,-0.092037,601.9
10517,0.18769,0.078972,-0.025292,613.03
10545,0.18553,0.072907,-0.033227,609.58
10555,0.18464,0.059105,-0.046247,607.49
10566,0.18263,0.068324,-0.029681,605.29
10582,0.18143,0.051738,-0.016586,603.22
10585,0.18068,0.055071,-0.024909,602.49
10586,0.18076,0.051771000000000005,-0.039162,602.29
10589,0.1801,0.057128,-0.021487,601.65
10593,0.17984,0.048839,-0.010839,601.0
30916,0.18753,0.058227,0.099337,609.85
30917,0.18759,0.06535,0.08920800000000001,609.77
30926,0.18652,0.073005,0.09212000000000001,608.59
30941,0.18470999999999999,0.091165,0.085232,607.03
30966,0.18244000000000002,0.087207,0.086048,604.61
30976,0.18182,0.05358400000000001,0.094304,603.43
30979,0.18131,0.056641,0.09373300000000001,603.2
30990,0.17961,0.065386,0.081987,601.2
30922,0.18658,0.09145,0.0563,609.94
30931,0.18603,0.091399,0.068051,608.53
30933,0.18584,0.10171000000000001,0.047195,608.32
30937,0.18542,0.10497999999999999,0.064028,607.77
30953,0.18354,0.094279,0.05280700000000001,606.3
30972,0.1821,0.094778,0.058816999999999994,604.13
30977,0.18168,0.10575,0.06880499999999999,603.55
21334,0.18294000000000002,-0.085094,0.069448,605.24
21342,0.18256,-0.089211,0.08872999999999999,604.53
21351,0.18155,-0.072068,0.064889,603.55
21359,0.18086,-0.097055,0.072421,602.4
21360,0.18072,-0.10144,0.063672,602.19
21367,0.18047,-0.070903,0.096126,601.58
976,0.18747,-0.071127,-0.047031,610.64
995,0.18464,-0.077817,-0.036379,607.49
1003,0.18367999999999998,-0.078951,-0.038098,606.14
1026,0.18145999999999998,-0.059736000000000004,-0.033125,603.11
30833,0.19768,0.06890399999999999,0.07003200000000001,623.97
30836,0.19707,0.07976799999999999,0.067674,622.63
30842,0.19563,0.039606999999999996,0.052377999999999994,622.7
30845,0.19497,0.053131,0.063919,621.9
30850,0.19709000000000002,0.08794099999999999,0.066397,620.53
30860,0.19434,0.077463,0.073089,618.85
30863,0.19292,0.055673,0.074685,618.82
30871,0.19266,0.078066,0.059905999999999994,617.18
30872,0.1909,0.055775,0.06855599999999999,617.62
30891,0.18947999999999998,0.054849,0.080966,614.66
908,0.19627999999999998,-0.09524099999999999,-0.08331000000000001,622.74
910,0.1977,-0.06536,-0.043088999999999995,622.03
916,0.19767,-0.079872,-0.059740999999999995,621.21
917,0.19757,-0.10873,-0.034497,620.93
918,0.19738,-0.08431799999999999,-0.063916,620.59
919,0.19699,-0.098441,-0.07537100000000001,620.05
926,0.19664,-0.070327,-0.058988,619.62
931,0.195,-0.094067,-0.047369999999999995,618.91
936,0.19475,-0.05853099999999999,-0.039099,617.33
937,0.19438,-0.082151,-0.055044,618.0
914,0.19729000000000002,-0.045986,-0.067284,622.42
927,0.19565,-0.072522,-0.072172,619.76
934,0.19474,-0.06476699999999999,-0.074813,618.9
946,0.19274000000000002,-0.050634,-0.076013,617.51
957,0.19166,-0.031395,-0.085592,615.39
960,0.19124000000000002,-0.032684,-0.11220999999999999,613.64
962,0.19061,-0.071659,-0.10091,613.15
966,0.19050999999999998,-0.02444,-0.12094,612.65
974,0.18836,-0.060248,-0.082735,611.99
30831,0.1975,0.087223,0.019224,624.49
30838,0.19554000000000002,0.098525,0.014166,623.24
30844,0.19388,0.12738,0.0084554,622.29
30853,0.19438,0.085337,0.02767,621.53
30854,0.19598,0.07885700000000001,0.040339,620.75
30859,0.19547,0.11942,0.030513,618.02
30862,0.1927,0.086029,0.029848000000000003,619.65
30866,0.19265,0.069469,0.008003399999999999,618.45
30875,0.19266,0.068031,0.020163999999999998,616.93
30876,0.19128,0.094175,0.0082534,617.46
21275,0.1935,-0.0078383,0.11485999999999999,615.74
21283,0.19161,-0.005668100000000001,0.11749000000000001,614.22
30747,0.19418,0.023059,0.12673,636.07
30849,0.1971,0.010714,0.12442,619.61
30858,0.19597,0.02955,0.10197,618.14
30867,0.19458,0.021539,0.12195,616.28
30870,0.19372999999999999,0.016676,0.10799,615.48
30874,0.1921,0.039848,0.088897,616.93
30885,0.19154000000000002,0.033268,0.088862,614.52
30886,0.19119,0.033681,0.09311,614.37
21218,0.19165,-0.031675,0.12503,626.94
21235,0.19652,-0.021335,0.079836,623.23
21252,0.19627999999999998,-0.035879,0.11525,619.93
21256,0.19594,-0.048768,0.088558,619.34
21262,0.19485999999999998,-0.035963999999999996,0.09550499999999999,618.24
21265,0.19467,-0.0174,0.10227,617.91
21269,0.19368,-0.044917,0.07814299999999999,617.37
21278,0.1902,-0.020433,0.12671,617.3
21289,0.19042,-0.041474000000000004,0.091386,613.8
21296,0.18900999999999998,-0.02377,0.12252,612.25
10437,0.19745,0.073429,-0.033255,623.39
10449,0.19748,0.043468,-0.018541,621.67
10458,0.19672,0.07295800000000001,-0.0061481,620.24
10459,0.19637000000000002,0.045933,-0.023199,620.12
10462,0.19592,0.044146,-0.020102000000000002,619.91
10465,0.19557,0.052234,-0.029631,619.7
10469,0.19401,0.064725,-0.040604,619.37
10473,0.1939,0.091156,-0.018052000000000002,619.6
10479,0.19222,0.071916,-0.033832999999999995,618.09
10486,0.19157000000000002,0.070243,-0.032646,617.55
9596,0.19283,0.097841,-0.08389400000000001,693.38
10435,0.19717,0.0907,-0.058404,623.42
10443,0.19747,0.074051,-0.05018,622.29
10466,0.19463,0.065751,-0.066758,619.54
10478,0.19268,0.068462,-0.079637,617.84
10484,0.19204000000000002,0.079925,-0.055429,618.26
10500,0.19072,0.093753,-0.077959,614.2
10506,0.19018,0.085522,-0.08520599999999999,613.19
10516,0.18832000000000002,0.071273,-0.062666,612.94
10405,0.19534,0.12583,-0.023464,628.75
10409,0.1934,0.12404000000000001,-0.034319,628.44
10417,0.19207,0.1278,-0.016734,627.27
10452,0.19633,0.099264,-0.037864999999999996,621.15
10461,0.19480999999999998,0.095957,-0.036794,620.68
10464,0.19594,0.10363,-0.053375,619.23
10474,0.1948,0.10676,-0.044958,617.52
10494,0.19163,0.10953,-0.028051999999999997,614.68
10495,0.19147,0.10405,-0.056619,614.83
10497,0.19069,0.096055,-0.049549,614.63
10454,0.19735,0.019859,-0.00897,620.91
10463,0.19574,0.014337,-0.0070833,619.8
10496,0.19065,0.041107,-0.003589,615.28
30834,0.19758,0.046251,0.016863999999999997,623.17
30848,0.19680999999999998,0.0346,0.020987000000000002,620.53
30861,0.19493,0.041030000000000004,0.032918,618.25
30900,0.18943,0.009379799999999999,0.004351300000000001,613.13
30901,0.18900999999999998,0.031896,0.0047637,612.8
30921,0.19389,0.031626999999999995,0.0012534,618.36
30994,0.19355,0.021873,0.0021725,617.64
20422,0.19641,-0.085418,0.096148,694.39
21233,0.19337000000000001,-0.085678,0.09561,624.4
21248,0.1933,-0.090072,0.090058,621.41
21255,0.19253,-0.11030999999999999,0.065086,620.98
21260,0.19517,-0.090852,0.084286,619.01
21277,0.19259,-0.10012,0.06828300000000001,615.87
21279,0.19189,-0.10669000000000001,0.064112,614.62
920,0.19707,-0.007795000000000001,-0.039593,620.6
933,0.19444,-0.016232,-0.047972,619.01
944,0.19321,-0.013984,-0.056291999999999995,617.24
950,0.19237,-0.0017835000000000001,-0.04666,615.52
953,0.19182000000000002,-0.0032539,-0.070128,615.5
963,0.19087,-0.007158100000000001,-0.047411,614.03
970,0.18912,-0.0081958,-0.063729,612.79
1016,0.19102,0.0019711,-0.039534,613.54
10480,0.19427,0.0055584,-0.041564,616.51
10509,0.19059,0.0079173,-0.039343,612.64
21244,0.1956,-0.07175,0.012968,621.37
21253,0.19429000000000002,-0.057939,0.024431,620.67
21254,0.19394,-0.060201,0.024326,620.58
