"active","origId","typeId","origProcId","d","Ygas","rho","Yliquid","Cp","dTarget","nParticle","age","YH2O(l)","mass0","T","Ysolid","tTurb","UTurb:0","UTurb:1","UTurb:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,3906,-1,16,1e-05,0,1000,1,9979,0,4.0764e+05,0.0022591,1,5.236e-13,682.33,0,0.0022591,0,0,0,67.493,-7.3202,15.248,0.34053,-0.010612,-0.035565
1,3804,-1,8,1e-05,0,1000,1,10154,0,8.1528e+05,0.0025613,1,5.236e-13,684.96,0,0.000732,2.5679,0.18507,0.86697,81.138,-0.46791,-5.6343,0.34542,-0.01641,-0.12418
1,3196,-1,8,1e-05,0,1000,1,10613,0,8.1655e+05,0.0037624,1,5.236e-13,691.55,0,0.0001962,0.24345,-2.9205,-0.23761,27.736,-4.1054,-0.49662,0.32532,-0.051346,-0.11843
1,4110,-1,8,1e-05,0,1000,1,9687.8,0,4.0764e+05,0.0019757,1,5.236e-13,677.82,0,0.0019757,0,0,0,83.172,-5.8079,1.379,0.34809,-0.095129,-0.029102
1,3708,-1,40,1e-05,0,1000,1,9966.2,0,8.1528e+05,0.0023457,1,5.236e-13,682.13,0,0.0023457,0,0,0,67.204,-7.4795,-17.992,0.34146,-0.061041,-0.031188
1,4111,-1,8,1e-05,0,1000,1,9671.7,0,4.0764e+05,0.0019736,1,5.236e-13,677.57,0,0.00047021,0.58085,-0.42653,1.1221,82.797,-3.9176,-4.3527,0.34631,-0.05134,-0.10884
1,4041,-1,8,1e-05,0,1000,1,9791,0,4.0764e+05,0.0020988,1,5.236e-13,679.44,0,0.0020988,0,0,0,77.705,-4.0689,-6.7577,0.3449,-0.055998,-0.10203
1,4131,-1,8,1e-05,0,1000,1,9622.7,0,8.1528e+05,0.0019473,1,5.236e-13,676.79,0,0.0019473,0,0,0,86.152,-2.3645,4.1717,0.34886,-0.11313,-0.013266
1,3904,-1,8,1e-05,0,1000,1,10011,0,4.0764e+05,0.0023799,1,5.236e-13,682.8,0,0.0023799,0,0,0,68.193,9.972,-8.7554,0.3403,-0.025844,-0.095813
1,4119,-1,8,1e-05,0,1000,1,9660.9,0,4.0764e+05,0.0019667,1,5.236e-13,677.39,0,0.00040128,-0.030821,-0.040303,-0.039633,82.668,-2.7135,-5.3616,0.34574,-0.048029,-0.10942
1,4122,-1,8,1e-05,0,1000,1,9695.8,0,4.0764e+05,0.0019615,1,5.236e-13,677.95,0,0.0019615,0,0,0,79.609,1.374,-13.474,0.34369,-0.068239,-0.075602
1,4030,-1,8,1e-05,0,1000,1,9832.1,0,4.0764e+05,0.0021154,1,5.236e-13,680.08,0,0.00031032,3.1889,-0.23224,0.56891,81.553,-11.679,-2.5687,0.34518,-0.07921,-0.097042
1,3935,-1,8,1e-05,0,1000,1,9891,0,8.1528e+05,0.0022881,1,5.236e-13,680.98,0,0.0022881,0,0,0,67.83,7.3866,1.4114,0.34248,-0.0030892,-0.086263
1,2880,-1,40,1e-05,0,1000,1,10704,0,8.17e+05,0.0040696,1,5.236e-13,692.8,0,0.0040696,0,0,0,49.331,-6.7258,-10.496,0.44095,-0.063604,-0.0045277
1,4046,-1,8,1e-05,0,1000,1,9870.8,0,8.1528e+05,0.0020839,1,5.236e-13,680.67,0,7.1842e-05,0.18609,-1.3363,3.6758,66.918,-12.215,2.8964,0.33689,-0.084877,-0.095908
1,4052,-1,8,1e-05,0,1000,1,9785,0,4.0764e+05,0.0020718,1,5.236e-13,679.35,0,0.0020718,0,0,0,79.571,-7.6492,-3.9628,0.34533,-0.078077,-0.08718
1,4133,-1,8,1e-05,0,1000,1,9619.3,0,4.0764e+05,0.0019375,1,5.236e-13,676.73,0,0.00041691,-0.1898,4.5122,-0.87913,86.851,-5.2869,3.6421,0.34776,-0.11253,-0.043635
1,3184,-1,8,1e-05,0,1000,1,10643,0,8.1655e+05,0.0037845,1,5.236e-13,691.97,0,0.0037845,0,0,0,51.686,-5.3931,-10.976,0.42564,-0.054279,-0.0066545
1,4164,-1,8,1e-05,0,1000,1,9596.1,0,8.1528e+05,0.0018776,1,5.236e-13,676.36,0,0.0018776,0,0,0,83.725,-0.33534,4.2515,0.3405,-0.094586,-0.01303
1,3956,-1,16,1e-05,0,1000,1,9901.1,0,8.1528e+05,0.0021508,1,5.236e-13,681.14,0,0.0021508,0,0,0,67.749,-7.0092,8.5799,0.34022,-0.014693,-0.048863
1,4007,-1,8,1e-05,0,1000,1,9861.3,0,4.0764e+05,0.0021701,1,5.236e-13,680.53,0,0.0021701,0,0,0,68.594,7.9893,-7.7246,0.33764,-0.025892,-0.080114
1,3827,-1,8,1e-05,0,1000,1,10092,0,4.0764e+05,0.0025045,1,5.236e-13,684.03,0,0.0025045,0,0,0,70.427,8.4254,-9.086,0.34002,-0.03187,-0.098229
1,4136,-1,8,1e-05,0,1000,1,9652.6,0,4.0764e+05,0.001933,1,5.236e-13,677.26,0,0.001933,0,0,0,82.718,-7.0273,-4.4691,0.34273,-0.088095,-0.054118
1,4034,-1,8,1e-05,0,1000,1,9821.6,0,8.1528e+05,0.0021116,1,5.236e-13,679.91,0,0.0021116,0,0,0,71.335,8.6615,-11.132,0.33868,-0.035242,-0.079515
1,4137,-1,8,1e-05,0,1000,1,9636.4,0,4.0764e+05,0.0019309,1,5.236e-13,677.01,0,0.00027764,6.738,-3.5221,5.6306,92.586,-8.3353,9.8377,0.34683,-0.11776,-0.020939
1,4118,-1,8,1e-05,0,1000,1,9684.7,0,4.0764e+05,0.0019681,1,5.236e-13,677.77,0,0.0019681,0,0,0,75.853,-5.4842,-8.724,0.34012,-0.07545,-0.024022
1,4024,-1,8,1e-05,0,1000,1,9812.4,0,4.0764e+05,0.0021296,1,5.236e-13,679.77,0,0.0021296,0,0,0,73.958,6.9911,-4.4455,0.34035,-0.0082724,-0.11096
1,4089,-1,8,1e-05,0,1000,1,9696.8,0,4.0764e+05,0.0020092,1,5.236e-13,677.96,0,0.0003639,-0.20222,-0.70599,0.1466,78.595,-2.0301,-6.6939,0.34095,-0.022469,-0.12232
1,3880,-1,8,1e-05,0,1000,1,10011,0,8.1528e+05,0.0024104,1,5.236e-13,682.82,0,0.0024104,0,0,0,67.572,7.1252,-5.4642,0.33572,-0.020716,-0.079354
1,3683,-1,40,1e-05,0,1000,1,10037,0,4.0764e+05,0.0023834,1,5.236e-13,683.2,0,0.0023834,0,0,0,66.498,-7.2309,-18.543,0.33749,-0.053598,-0.045346
1,2779,-1,40,1e-05,0,1000,1,10717,0,4.0864e+05,0.0042559,1,5.236e-13,692.98,0,0.0042559,0,0,0,49.104,-7.3938,-7.3776,0.45138,-0.078,-0.0022211
1,3248,-1,40,1e-05,0,1000,1,10445,0,8.1606e+05,0.0033051,1,5.236e-13,689.18,0,0.0033051,0,0,0,58.657,-6.7989,-4.7431,0.41914,-0.080417,-0.0015103
1,3974,-1,8,1e-05,0,1000,1,9892.5,0,4.0764e+05,0.002229,1,5.236e-13,681.01,0,0.002229,0,0,0,72.993,5.0492,-7.9609,0.3395,-0.038542,-0.099258
1,2130,-1,8,1e-05,0,1000,1,10843,0,8.1814e+05,0.0059017,1,5.236e-13,694.71,0,0.00023812,0.62992,3.7736,-0.059911,18.17,3.904,-0.97581,0.32082,-0.039171,-0.12258
1,3488,-1,8,1e-05,0,1000,1,10435,0,4.0794e+05,0.0031905,1,5.236e-13,689.04,0,0.00030585,0.98322,-0.047644,0.79163,27.208,-0.37853,-0.87437,0.32464,-0.058099,-0.11486
1,4078,-1,8,1e-05,0,1000,1,9743.6,0,8.1528e+05,0.0020362,1,5.236e-13,678.7,0,0.0020362,0,0,0,76.748,-7.3594,-13.277,0.33735,-0.074912,-0.050815
1,3896,-1,8,1e-05,0,1000,1,10007,0,8.1528e+05,0.0023912,1,5.236e-13,682.75,0,0.0023912,0,0,0,67.377,11.077,-7.3933,0.33283,-0.021832,-0.093769
1,4158,-1,8,1e-05,0,1000,1,9577.5,0,4.0764e+05,0.0018834,1,5.236e-13,676.06,0,0.0018834,0,0,0,86.784,-1.7702,3.0313,0.34296,-0.11673,-0.010438
1,3684,-1,40,1e-05,0,1000,1,10034,0,4.0764e+05,0.0023829,1,5.236e-13,683.16,0,0.0023829,0,0,0,66.754,-7.543,-18.769,0.33614,-0.054937,-0.044514
1,4157,-1,8,1e-05,0,1000,1,9566.2,0,4.0764e+05,0.001884,1,5.236e-13,675.88,0,0.001884,0,0,0,86.56,-0.55025,3.9727,0.34298,-0.1128,-0.010002
1,4056,-1,8,1e-05,0,1000,1,9751.3,0,4.0764e+05,0.0020647,1,5.236e-13,678.82,0,0.0020647,0,0,0,72.701,8.8108,-12.619,0.33798,-0.039596,-0.08321
1,4065,-1,8,1e-05,0,1000,1,9742.1,0,4.0764e+05,0.0020513,1,5.236e-13,678.67,0,0.0020513,0,0,0,73.525,8.4498,-13.31,0.33754,-0.042699,-0.081993
1,4044,-1,8,1e-05,0,1000,1,9799.7,0,4.0764e+05,0.0020882,1,5.236e-13,679.58,0,0.0020882,0,0,0,72.704,8.4868,-12.491,0.33589,-0.04006,-0.077013
1,3460,-1,40,1e-05,0,1000,1,10318,0,4.0775e+05,0.0028489,1,5.236e-13,687.35,0,0.0028489,0,0,0,61.989,-8.2836,-14.788,0.37437,-0.053579,-0.0044678
1,3735,-1,40,1e-05,0,1000,1,10010,0,4.0764e+05,0.0022897,1,5.236e-13,682.8,0,0.0022897,0,0,0,65.664,-9.7423,-17.244,0.33489,-0.050256,-0.0071024
1,3665,-1,8,1e-05,0,1000,1,10224,0,4.0775e+05,0.0027869,1,5.236e-13,685.98,0,0.0027869,0,0,0,69.618,-6.2881,0.72785,0.41032,-0.095724,-0.0023213
1,4124,-1,8,1e-05,0,1000,1,9667.8,0,8.1528e+05,0.0019601,1,5.236e-13,677.5,0,0.00028502,0.73766,2.2522,-0.83023,80.389,-3.3905,-6.0135,0.33873,-0.059717,-0.10463
1,3448,-1,8,1e-05,0,1000,1,10470,0,8.1589e+05,0.0032581,1,5.236e-13,689.53,0,4.221e-05,-0.92615,3.1414,-3.4301,57.607,0.35651,-3.4093,0.33016,-0.017993,-0.12565
1,3586,-1,8,1e-05,0,1000,1,10356,0,4.0785e+05,0.0029598,1,5.236e-13,687.9,0,0.0002836,-1.4302,-2.7122,2.1171,21.791,-3.141,0.78526,0.32234,-0.04232,-0.12184
1,4194,-1,8,1e-05,0,1000,1,9524.5,0,4.0764e+05,0.0018299,1,5.236e-13,675.21,0,0.0018299,0,0,0,84.034,2.8656,6.2486,0.33699,-0.096555,-0.00061385
1,3228,-1,16,1e-05,0,1000,1,10529,0,8.1623e+05,0.0035501,1,5.236e-13,690.37,0,0.0035501,0,0,0,55.469,-4.3864,12.295,0.41651,-0.0010536,-0.031883
1,3995,-1,8,1e-05,0,1000,1,9895,0,8.1528e+05,0.0021892,1,5.236e-13,681.04,0,0.0021892,0,0,0,65.302,3.5347,19.421,0.33726,-0.0093577,-0.0050529
1,4101,-1,8,1e-05,0,1000,1,9677.7,0,8.1528e+05,0.0019864,1,5.236e-13,677.66,0,0.0019864,0,0,0,76.692,6.5656,-16.199,0.33644,-0.05481,-0.078048
1,4120,-1,8,1e-05,0,1000,1,9701.4,0,4.0764e+05,0.0019665,1,5.236e-13,678.03,0,0.00020302,-1.4948,-0.83005,1.1568,77.341,-9.3816,-1.0783,0.33793,-0.074822,-0.095507
1,4129,-1,8,1e-05,0,1000,1,9649.9,0,8.1528e+05,0.0019523,1,5.236e-13,677.22,0,0.0019523,0,0,0,76.792,6.7193,-16.065,0.33581,-0.054608,-0.079055
1,2190,-1,8,1e-05,0,1000,1,10855,0,8.1814e+05,0.0058004,1,5.236e-13,694.88,0,4.0505e-06,0.1195,1.4954,1.9941,15.571,-2.4919,1.1984,0.32415,-0.12725,-0.024802
1,4066,-1,8,1e-05,0,1000,1,9758.8,0,4.0764e+05,0.0020506,1,5.236e-13,678.94,0,0.0020506,0,0,0,73.176,8.898,-12.871,0.33573,-0.040663,-0.080478
1,4063,-1,8,1e-05,0,1000,1,9760.1,0,4.0764e+05,0.0020526,1,5.236e-13,678.96,0,0.0020526,0,0,0,72.769,9.0011,-12.513,0.33587,-0.039543,-0.080946
1,4155,-1,8,1e-05,0,1000,1,9604.4,0,4.0764e+05,0.0018884,1,5.236e-13,676.49,0,0.0018884,0,0,0,83.414,-7.1287,-0.56896,0.33953,-0.092552,-0.040461
1,3969,-1,8,1e-05,0,1000,1,9913.6,0,8.1528e+05,0.0022361,1,5.236e-13,681.33,0,0.0022361,0,0,0,63.82,-5.5194,2.3422,0.33555,-0.027378,-0.0055599
1,4042,-1,8,1e-05,0,1000,1,9809.6,0,8.1528e+05,0.0020967,1,5.236e-13,679.73,0,0.0020967,0,0,0,69.24,8.7397,-8.1895,0.33322,-0.027052,-0.080678
1,3790,-1,40,1e-05,0,1000,1,9908.5,0,8.1528e+05,0.0021572,1,5.236e-13,681.25,0,0.0021572,0,0,0,65.316,-8.999,-18.149,0.33322,-0.051925,-0.0096992
1,4179,-1,8,1e-05,0,1000,1,9554.9,0,8.1528e+05,0.0018555,1,5.236e-13,675.7,0,0.0018555,0,0,0,86.816,-6.2667,5.0422,0.34049,-0.10668,-0.0336
1,4115,-1,8,1e-05,0,1000,1,9680.6,0,4.0764e+05,0.0019716,1,5.236e-13,677.71,0,0.0019716,0,0,0,73.868,-6.0179,-11.349,0.33527,-0.070754,-0.025287
1,3691,-1,40,1e-05,0,1000,1,10035,0,8.1528e+05,0.002367,1,5.236e-13,683.18,0,0.002367,0,0,0,64.823,-7.4918,-19.249,0.33472,-0.05293,-0.031828
1,4017,-1,8,1e-05,0,1000,1,9868.7,0,8.1528e+05,0.0021493,1,5.236e-13,680.64,0,0.0021493,0,0,0,67.525,-5.847,-11.479,0.33425,-0.06327,-0.0084413
1,3960,-1,8,1e-05,0,1000,1,9907.1,0,4.0764e+05,0.0022441,1,5.236e-13,681.23,0,0.0022441,0,0,0,73.166,5.7386,-7.6165,0.33575,-0.036432,-0.098997
1,4091,-1,8,1e-05,0,1000,1,9725.4,0,4.0764e+05,0.0020028,1,5.236e-13,678.41,0,0.0020028,0,0,0,68.296,-2.5504,-5.5614,0.33242,-0.036382,-0.050484
1,4049,-1,8,1e-05,0,1000,1,9762.8,0,4.0764e+05,0.0020798,1,5.236e-13,679,0,0.0020798,0,0,0,70.804,9.8862,-0.25282,0.33345,-0.00052526,-0.099667
1,3994,-1,8,1e-05,0,1000,1,9846.3,0,8.1528e+05,0.0021913,1,5.236e-13,680.3,0,0.0021913,0,0,0,73.586,1.6253,-7.1233,0.33555,-0.04741,-0.098388
1,4188,-1,8,1e-05,0,1000,1,9525.7,0,8.1528e+05,0.0018398,1,5.236e-13,675.23,0,0.0018398,0,0,0,86.857,-1.1224,4.3324,0.33954,-0.11347,-0.012604
1,3720,-1,40,1e-05,0,1000,1,10001,0,4.0764e+05,0.0023251,1,5.236e-13,682.67,0,0.0023251,0,0,0,66.641,-7.6512,-18.855,0.33305,-0.053929,-0.044003
1,4067,-1,8,1e-05,0,1000,1,9727.7,0,8.1528e+05,0.0020504,1,5.236e-13,678.45,0,0.0020504,0,0,0,70.566,-6.4245,-14.193,0.33438,-0.065738,-0.024759
1,4141,-1,8,1e-05,0,1000,1,9635.3,0,8.1528e+05,0.0019259,1,5.236e-13,676.99,0,0.0019259,0,0,0,77.154,2.9893,-5.7219,0.33568,-0.039825,-0.10513
1,3952,-1,8,1e-05,0,1000,1,9972.5,0,8.1528e+05,0.0022625,1,5.236e-13,682.23,0,0.0022625,0,0,0,64.79,-5.7773,-14.206,0.33262,-0.04409,-0.036024
1,3953,-1,16,1e-05,0,1000,1,9895.7,0,8.1528e+05,0.0021543,1,5.236e-13,681.06,0,0.0021543,0,0,0,67.185,-5.8236,13.22,0.33721,-0.016966,-0.036944
1,4180,-1,8,1e-05,0,1000,1,9584.2,0,4.0764e+05,0.0018535,1,5.236e-13,676.17,0,0.0018535,0,0,0,79.02,-4.7565,-5.0459,0.33374,-0.080052,-0.023888
1,4142,-1,8,1e-05,0,1000,1,9660.2,0,4.0764e+05,0.0019252,1,5.236e-13,677.38,0,0.0019252,0,0,0,81.322,-5.3138,-8.7029,0.33625,-0.08105,-0.058281
1,3660,-1,16,1e-05,0,1000,1,10208,0,8.155e+05,0.00271,1,5.236e-13,685.75,0,0.00271,0,0,0,63.038,-7.8945,11.2,0.38252,0.00060967,-0.051128
1,3315,-1,40,1e-05,0,1000,1,10396,0,4.0794e+05,0.0031541,1,5.236e-13,688.48,0,0.0031541,0,0,0,62.052,-6.7307,-8.2871,0.38294,-0.068258,-0.0015815
1,4097,-1,8,1e-05,0,1000,1,9720.1,0,4.0764e+05,0.0019958,1,5.236e-13,678.33,0,0.0019958,0,0,0,76.218,-6.5989,-14.597,0.33305,-0.072539,-0.052172
1,4182,-1,8,1e-05,0,1000,1,9585.2,0,8.1528e+05,0.0018512,1,5.236e-13,676.19,0,0.0018512,0,0,0,85.059,-4.4374,-2.6223,0.33796,-0.085842,-0.072247
1,4214,-1,8,1e-05,0,1000,1,9513.4,0,8.1496e+05,0.001795,1,5.236e-13,675.03,0,0.001795,0,0,0,86.566,-3.4403,5.7277,0.33477,-0.10398,-0.024596
1,4098,-1,8,1e-05,0,1000,1,9751.9,0,4.0764e+05,0.0019901,1,5.236e-13,678.83,0,0.0019901,0,0,0,67.731,-0.16062,20.82,0.33087,-0.0080642,-0.020752
1,4165,-1,8,1e-05,0,1000,1,9605.8,0,4.0764e+05,0.0018727,1,5.236e-13,676.52,0,0.0018727,0,0,0,76.25,-4.6467,-7.8803,0.33311,-0.074951,-0.020721
1,3020,-1,16,1e-05,0,1000,1,10653,0,4.0843e+05,0.0039427,1,5.236e-13,692.1,0,0.0039427,0,0,0,49.387,-4.4149,9.1003,0.45269,0.0010713,-0.04004
1,3954,-1,16,1e-05,0,1000,1,9863.3,0,4.0764e+05,0.0021536,1,5.236e-13,680.56,0,0.0021536,0,0,0,68.193,-0.060875,0.98666,0.32893,-0.018986,-0.066213
1,3998,-1,8,1e-05,0,1000,1,9847.5,0,8.1528e+05,0.0021842,1,5.236e-13,680.31,0,0.0021842,0,0,0,69.752,10.045,-6.0889,0.3318,-0.015873,-0.1016
1,4011,-1,16,1e-05,0,1000,1,9825.6,0,4.0764e+05,0.0020463,1,5.236e-13,679.98,0,0.0020463,0,0,0,68.332,-6.367,8.881,0.33003,-0.018502,-0.048128
1,3946,-1,16,1e-05,0,1000,1,9867.9,0,4.0764e+05,0.0021787,1,5.236e-13,680.63,0,0.0021787,0,0,0,68.015,1.5185,0.9888,0.33012,-0.01441,-0.071483
1,4087,-1,8,1e-05,0,1000,1,9758,0,4.0764e+05,0.0020136,1,5.236e-13,678.92,0,0.0020136,0,0,0,73.827,-3.9529,-17.764,0.33048,-0.064779,-0.057264
1,4031,-1,8,1e-05,0,1000,1,9863.7,0,4.0764e+05,0.0021147,1,5.236e-13,680.56,0,0.0021147,0,0,0,64.264,-0.50733,10.648,0.33117,-0.022095,-0.011015
1,3961,-1,8,1e-05,0,1000,1,9885.3,0,4.0764e+05,0.0022434,1,5.236e-13,680.9,0,0.0022434,0,0,0,68.32,2.5457,-2.6653,0.33142,-0.025415,-0.066438
1,2611,-1,16,1e-05,0,1000,1,10815,0,4.089e+05,0.0047454,1,5.236e-13,694.33,0,0.0047454,0,0,0,39.827,-2.5931,6.7615,0.48862,0.00071891,-0.03276
1,3978,-1,8,1e-05,0,1000,1,9917.2,0,8.1528e+05,0.0022219,1,5.236e-13,681.39,0,0.0022219,0,0,0,66.483,-1.0239,15.275,0.33064,-0.019384,-0.027195
1,3798,-1,16,1e-05,0,1000,1,10076,0,8.1528e+05,0.0024595,1,5.236e-13,683.79,0,0.0024595,0,0,0,66.063,-6.6174,16.975,0.35343,0.00033211,-0.030494
1,4090,-1,8,1e-05,0,1000,1,9759.5,0,4.0764e+05,0.0020079,1,5.236e-13,678.95,0,0.0020079,0,0,0,65.15,1.5887,16.465,0.32884,-0.016192,-0.008032
1,4079,-1,8,1e-05,0,1000,1,9764.3,0,4.0764e+05,0.0020321,1,5.236e-13,679.02,0,0.0020321,0,0,0,75.9,6.6871,-16.438,0.33212,-0.053649,-0.073725
1,3226,-1,8,1e-05,0,1000,1,10552,0,4.0828e+05,0.003702,1,5.236e-13,690.69,0,0.003702,0,0,0,54.634,2.0592,-2.3646,0.42157,0.0018255,-0.095564
1,3312,-1,40,1e-05,0,1000,1,10417,0,8.1589e+05,0.0031648,1,5.236e-13,688.77,0,0.0031648,0,0,0,58.059,-7.1474,-11.446,0.39905,-0.063564,-0.0032853
1,3743,-1,40,1e-05,0,1000,1,9942.8,0,4.0764e+05,0.0022769,1,5.236e-13,681.78,0,0.0022769,0,0,0,66.282,-8.2588,-19.355,0.33151,-0.057136,-0.035628
1,2899,-1,8,1e-05,0,1000,1,10725,0,4.0871e+05,0.004392,1,5.236e-13,693.09,0,0.004392,0,0,0,47.087,1.7758,-4.3533,0.46554,0.0013299,-0.11631
1,4036,-1,8,1e-05,0,1000,1,9777.4,0,4.0764e+05,0.0021095,1,5.236e-13,679.23,0,0.0021095,0,0,0,68.114,8.5116,0.69275,0.32987,-0.0062912,-0.086035
1,4223,-1,8,1e-05,0,1000,1,9495.9,0,8.1496e+05,0.0017829,1,5.236e-13,674.74,0,0.0017829,0,0,0,86.475,-1.5773,5.8117,0.33406,-0.10498,-0.018861
1,3790,-1,16,1e-05,0,1000,1,10066,0,8.1528e+05,0.0024695,1,5.236e-13,683.64,0,0.0024695,0,0,0,65.825,-8.7347,14.888,0.35507,-0.001966,-0.038898
1,3062,-1,40,1e-05,0,1000,1,10606,0,8.1655e+05,0.0037189,1,5.236e-13,691.45,0,0.0037189,0,0,0,50.853,-7.6433,-9.9522,0.43381,-0.06475,-0.00045462
1,4230,-1,8,1e-05,0,1000,1,9467,0,4.0748e+05,0.0017717,1,5.236e-13,674.27,0,0.0017717,0,0,0,87.582,-2.6411,5.2828,0.3336,-0.11444,-0.019891
1,4092,-1,8,1e-05,0,1000,1,9730.3,0,4.0764e+05,0.0020022,1,5.236e-13,678.49,0,0.0020022,0,0,0,69.7,-4.0152,-16.977,0.32827,-0.051234,-0.053912
1,4196,-1,8,1e-05,0,1000,1,9555.1,0,4.0764e+05,0.0018278,1,5.236e-13,675.7,0,0.0018278,0,0,0,77.268,-6.1081,-8.8739,0.32849,-0.075775,-0.028935
1,4125,-1,8,1e-05,0,1000,1,9701.3,0,8.1528e+05,0.0019594,1,5.236e-13,678.03,0,0.0019594,0,0,0,79.246,-2.3198,-13.303,0.3321,-0.073564,-0.062633
1,4126,-1,8,1e-05,0,1000,1,9714,0,8.1528e+05,0.0019587,1,5.236e-13,678.23,0,0.0019587,0,0,0,67.169,-3.0633,2.1203,0.32838,-0.031189,-0.037038
1,4035,-1,16,1e-05,0,1000,1,9763.6,0,4.0764e+05,0.0019971,1,5.236e-13,679.01,0,0.0019971,0,0,0,69.634,-11.186,15.526,0.32701,-0.0050338,-0.043464
1,3224,-1,40,1e-05,0,1000,1,10499,0,4.0803e+05,0.0033621,1,5.236e-13,689.95,0,0.0033621,0,0,0,56.064,-7.5717,-11.714,0.40843,-0.058206,-0.0017244
1,3881,-1,16,1e-05,0,1000,1,9948,0,8.1528e+05,0.0023051,1,5.236e-13,681.85,0,0.0023051,0,0,0,68.029,-1.0208,6.9496,0.35271,-0.00028769,-0.071568
1,2576,-1,48,1e-05,0,1000,1,10832,0,4.0896e+05,0.0048488,1,5.236e-13,694.57,0,0.0048488,0,0,0,42.42,-7.4533,-7.9594,0.47868,-0.071362,-0.0026707
1,3990,-1,8,1e-05,0,1000,1,9819,0,4.0764e+05,0.002195,1,5.236e-13,679.87,0,0.002195,0,0,0,68.763,6.4146,3.3245,0.33111,-0.0034537,-0.082813
1,4212,-1,8,1e-05,0,1000,1,9521.3,0,8.1528e+05,0.0018014,1,5.236e-13,675.16,0,0.0018014,0,0,0,84.931,-6.8762,-1.5155,0.33313,-0.089678,-0.053624
1,4093,-1,8,1e-05,0,1000,1,9729.5,0,8.1528e+05,0.0020014,1,5.236e-13,678.48,0,0.0020014,0,0,0,68.475,-1.6504,-1.0059,0.32916,-0.032086,-0.052519
1,4163,-1,8,1e-05,0,1000,1,9611.1,0,4.0764e+05,0.0018777,1,5.236e-13,676.6,0,0.0018777,0,0,0,73.881,-3.9318,-8.8452,0.32977,-0.071,-0.016259
1,3280,-1,8,1e-05,0,1000,1,10557,0,4.082e+05,0.0035887,1,5.236e-13,690.76,0,0.0035887,0,0,0,57.847,-7.2305,-0.77369,0.45933,-0.10161,-0.0027505
1,4143,-1,8,1e-05,0,1000,1,9643.2,0,4.0764e+05,0.0019247,1,5.236e-13,677.11,0,0.0002421,-1.2573,0.5348,1.7041,77.51,-6.5672,-3.2824,0.32966,-0.066655,-0.10172
1,3803,-1,40,1e-05,0,1000,1,9821.5,0,4.0764e+05,0.0021232,1,5.236e-13,679.91,0,0.0021232,0,0,0,70.901,-8.8533,-17.671,0.32806,-0.064654,-0.042344
1,3886,-1,16,1e-05,0,1000,1,9958.1,0,4.0764e+05,0.0022954,1,5.236e-13,682.01,0,0.0022954,0,0,0,66.306,-2.1754,18.434,0.35373,0.0012889,-0.021357
1,4071,-1,8,1e-05,0,1000,1,9789.4,0,8.1528e+05,0.002044,1,5.236e-13,679.41,0,0.002044,0,0,0,67.16,4.5973,19.683,0.32649,-0.0040963,-0.0024925
1,4229,-1,8,1e-05,0,1000,1,9499.1,0,4.0748e+05,0.0017723,1,5.236e-13,674.8,0,0.0017723,0,0,0,85.881,-4.7225,-1.9325,0.33204,-0.087906,-0.065564
1,3778,-1,40,1e-05,0,1000,1,9947.6,0,8.1528e+05,0.0021906,1,5.236e-13,681.85,0,0.0021906,0,0,0,64.13,-6.8685,-17.695,0.32759,-0.045261,-0.026827
1,4168,-1,8,1e-05,0,1000,1,9595.5,0,4.0764e+05,0.0018706,1,5.236e-13,676.35,0,0.0018706,0,0,0,75.978,5.1812,-5.8613,0.32867,-0.025103,-0.10976
1,4001,-1,16,1e-05,0,1000,1,9806.9,0,4.0764e+05,0.0020677,1,5.236e-13,679.68,0,0.0020677,0,0,0,68.428,-1.1582,2.1316,0.32594,-0.018796,-0.064563
1,4048,-1,8,1e-05,0,1000,1,9810.5,0,8.1528e+05,0.002081,1,5.236e-13,679.74,0,0.002081,0,0,0,68.239,11.099,-7.981,0.32521,-0.024779,-0.089363
1,4108,-1,8,1e-05,0,1000,1,9714.5,0,4.0764e+05,0.0019795,1,5.236e-13,678.24,0,0.0019795,0,0,0,66.452,-3.7556,-4.8392,0.32658,-0.035967,-0.033912
1,3953,-1,8,1e-05,0,1000,1,10006,0,4.0764e+05,0.0022603,1,5.236e-13,682.74,0,0.00014148,0.8734,-2.5946,0.17366,35.092,-6.2213,1.3558,0.32346,-0.089591,-0.091619
1,4231,-1,8,1e-05,0,1000,1,9473.9,0,4.0748e+05,0.0017716,1,5.236e-13,674.39,0,0.0017716,0,0,0,86.795,-6.6277,1.7546,0.33271,-0.096401,-0.060966
1,4237,-1,8,1e-05,0,1000,1,9462.2,0,4.0748e+05,0.0017637,1,5.236e-13,674.2,0,0.0017637,0,0,0,87.698,-7.3888,4.589,0.33228,-0.10466,-0.052423
1,4260,-1,8,1e-05,0,1000,1,9446.2,0,4.0748e+05,0.0017248,1,5.236e-13,673.93,0,0.0017248,0,0,0,87.044,-4.9896,5.7436,0.32905,-0.10428,-0.032964
1,4226,-1,8,1e-05,0,1000,1,9519.5,0,4.0748e+05,0.001778,1,5.236e-13,675.13,0,0.001778,0,0,0,85.275,-3.3662,-2.2667,0.33152,-0.084808,-0.072444
