"active","origId","typeId","origProcId","d","Ygas","rho","Yliquid","Cp","dTarget","nParticle","age","YH2O(l)","mass0","T","Ysolid","tTurb","UTurb:0","UTurb:1","UTurb:2","U:0","U:1","U:2","Points:0","Points:1","Points:2"
1,831,-1,8,1e-05,0,1000,1,11073,0,4.0929e+05,0.0083939,1,5.236e-13,697.79,0,0.00043965,-0.97598,0.12131,0.4676,35.741,-0.85656,1.2205,0.48237,-0.1601,-0.011821
1,1173,-1,8,1e-05,0,1000,1,11022,0,4.0919e+05,0.0077598,1,5.236e-13,697.12,0,0.0012986,0.5062,5.844,-2.6093,51.016,3.4962,0.06568,0.48704,-0.14632,-0.034334
1,2613,-1,8,1e-05,0,1000,1,10906,0,4.0902e+05,0.0049995,1,5.236e-13,695.56,0,0.00083404,0.04826,-1.4009,1.8176,41.326,-4.5865,4.6658,0.47916,-0.15498,-0.034819
1,2964,-1,8,1e-05,0,1000,1,10772,0,8.1728e+05,0.0042643,1,5.236e-13,693.74,0,0.0015509,-0.22586,0.13776,0.10498,50.564,-0.78012,1.0023,0.48824,-0.14839,-0.0084905
1,2086,-1,8,1e-05,0,1000,1,10962,0,4.0907e+05,0.0059867,1,5.236e-13,696.32,0,7.3477e-05,2.0912,2.3464,-1.5669,31.789,-11.018,-0.29439,0.42806,-0.14519,-0.04548
1,2845,-1,8,1e-05,0,1000,1,10830,0,4.0877e+05,0.0045141,1,5.236e-13,694.53,0,0.0010417,2.7051,-3.3559,-3.3251,51.988,-9.1843,-2.8356,0.46738,-0.14872,-0.023363
1,1709,-1,8,1e-05,0,1000,1,10995,0,4.0907e+05,0.0067435,1,5.236e-13,696.76,0,0.0008667,-0.93562,-1.875,1.3479,51.141,-3.8099,2.4844,0.48412,-0.1458,-0.011212
1,3042,-1,8,1e-05,0,1000,1,10730,0,4.085e+05,0.0040848,1,5.236e-13,693.17,0,0.0009293,3.4861,0.21553,-3.0285,57.347,-1.7358,-1.2918,0.48656,-0.14293,-0.020611
1,2960,-1,8,1e-05,0,1000,1,10788,0,8.1728e+05,0.0042785,1,5.236e-13,693.96,0,0.00068865,0.26601,0.040381,0.099507,53.938,-6.5159,1.9407,0.473,-0.13893,-0.046197
1,3164,-1,8,1e-05,0,1000,1,10664,0,4.0835e+05,0.0038401,1,5.236e-13,692.25,0,0.0008393,-0.2722,-0.90407,-2.05,51.963,-7.2389,0.2654,0.47499,-0.13966,-0.05098
1,1783,-1,8,1e-05,0,1000,1,10939,0,4.0907e+05,0.0065807,1,5.236e-13,696.01,0,0.00020537,-0.73479,-1.2555,-0.056341,55.548,-16.981,-0.48287,0.43277,-0.13783,-0.048674
1,471,-1,8,1e-05,0,1000,1,10980,0,4.093e+05,0.0091356,1,5.236e-13,696.55,0,3.4891e-05,-0.0034018,0.0053138,0.018999,57.359,-16.289,-3.1857,0.42192,-0.14136,-0.033994
1,198,-1,8,1e-05,0,1000,1,10888,0,8.1806e+05,0.0096453,1,5.236e-13,695.32,0,0.00055527,-0.87945,-0.52863,2.8599,10.711,2.5947,4.1174,0.59767,-0.14121,-0.026233
1,592,-1,8,1e-05,0,1000,1,10979,0,4.093e+05,0.0088675,1,5.236e-13,696.54,0,0.00051569,1.7362,-0.3215,-0.5676,11.626,0.76993,1.2169,0.55047,-0.14247,-0.059005
1,1009,-1,8,1e-05,0,1000,1,10966,0,4.0929e+05,0.0080553,1,5.236e-13,696.37,0,0.00011704,-2.2486,1.9697,-1.1342,44.474,11.483,4.171,0.58967,-0.14183,-0.026627
1,1319,-1,8,1e-05,0,1000,1,11031,0,8.1839e+05,0.0074846,1,5.236e-13,697.24,0,0.00023287,-0.40532,-0.078138,-0.26108,30.599,3.029,5.0532,0.52425,-0.14932,-0.04974
1,979,-1,8,1e-05,0,1000,1,11010,0,4.0929e+05,0.0081005,1,5.236e-13,696.96,0,7.7741e-05,0.020895,1.1147,0.61052,61.613,7.1734,9.7921,0.55758,-0.14284,-0.045969
1,1720,-1,8,1e-05,0,1000,1,10996,0,8.1814e+05,0.0067235,1,5.236e-13,696.77,0,0.00033185,-0.35318,-0.077453,-0.064183,28.001,3.3022,3.7573,0.54142,-0.15058,-0.037047
1,2335,-1,8,1e-05,0,1000,1,10930,0,8.1814e+05,0.005554,1,5.236e-13,695.88,0,0.0005806,-1.2772,0.66053,0.28071,68.831,7.8703,2.5217,0.54521,-0.14011,-0.004573
1,2327,-1,8,1e-05,0,1000,1,10949,0,4.0907e+05,0.0055656,1,5.236e-13,696.14,0,0.00069647,-0.40344,0.11915,-0.030797,65.451,6.9901,3.7224,0.53731,-0.14356,-0.017952
1,2249,-1,40,1e-05,0,1000,1,10930,0,4.0907e+05,0.0053506,1,5.236e-13,695.88,0,0.00057943,-4.4193,-2.0759,-0.81478,60.496,4.6287,0.96593,0.5347,-0.14408,-0.0028882
1,1775,-1,8,1e-05,0,1000,1,11012,0,8.1814e+05,0.0066043,1,5.236e-13,696.98,0,7.4187e-05,-3.7369,0.34903,0.12723,53.461,7.0909,1.102,0.52329,-0.15159,-0.011716
1,1816,-1,8,1e-05,0,1000,1,10992,0,4.0907e+05,0.0065129,1,5.236e-13,696.72,0,0.00060238,-0.19806,0.03137,-0.050636,63.259,5.5848,3.4037,0.53036,-0.14272,-0.018559
1,2537,-1,8,1e-05,0,1000,1,10908,0,8.1814e+05,0.0051349,1,5.236e-13,695.59,0,0.00038257,8.0489,-6.0025,1.75,66.872,0.87209,4.1151,0.52945,-0.15004,-0.0099614
1,2673,-1,8,1e-05,0,1000,1,10855,0,4.0896e+05,0.0048779,1,5.236e-13,694.87,0,0.00042496,1.388,-2.0015,-1.004,65.59,3.4074,2.9855,0.53166,-0.14192,-0.023087
1,40,-1,8,1e-05,0,1000,1,11076,0,4.0885e+05,0.0099153,1,5.236e-13,697.82,0,0.00062988,-0.19154,-0.35607,-0.90866,0.64857,-0.23348,-0.65813,0.49046,-0.15099,-0.065274
1,2590,-1,8,1e-05,0,1000,1,10902,0,4.0907e+05,0.00504,1,5.236e-13,695.51,0,0.00076281,-5.0971,0.52613,0.03798,48.516,2.8708,7.0434,0.51181,-0.14313,-0.054246
1,2743,-1,8,1e-05,0,1000,1,10855,0,4.089e+05,0.0047311,1,5.236e-13,694.87,0,0.00015712,4.4154,-1.7871,1.6819,57.259,1.9876,4.0663,0.51161,-0.14753,-0.016819
1,1038,-1,8,1e-05,0,1000,1,11031,0,4.0929e+05,0.0080155,1,5.236e-13,697.23,0,0.00012042,0.028931,0.090225,0.42015,51.283,-0.53651,7.6195,0.51221,-0.15092,-0.04527
1,2723,-1,8,1e-05,0,1000,1,10855,0,8.1792e+05,0.004783,1,5.236e-13,694.88,0,0.00050745,0.41051,0.44076,0.36116,57.244,3.8349,5.6347,0.51632,-0.14542,-0.039074
1,1926,-1,40,1e-05,0,1000,1,10987,0,4.0907e+05,0.0059874,1,5.236e-13,696.65,0,0.00017815,-0.30698,0.66501,-0.33826,53.15,4.4373,0.2586,0.51238,-0.14485,-0.014219
1,185,-1,8,1e-05,0,1000,1,11048,0,8.1806e+05,0.0096696,1,5.236e-13,697.46,0,0.00057893,1.9366,3.415,0.8891,54.277,6.8261,6.0497,0.51339,-0.14954,-0.034695
1,1818,-1,8,1e-05,0,1000,1,11013,0,8.1814e+05,0.00651,1,5.236e-13,697,0,0.00029256,-3.712,-4.2997,5.4078,46.347,0.30176,5.6624,0.50903,-0.15457,-0.0053395
1,568,-1,8,1e-05,0,1000,1,11043,0,8.1859e+05,0.0089211,1,5.236e-13,697.4,0,0.00022789,-0.0097544,0.020352,-0.0091417,55.186,2.2683,1.3358,0.50615,-0.14668,-0.01331
1,2857,-1,8,1e-05,0,1000,1,10812,0,4.0877e+05,0.0044813,1,5.236e-13,694.29,0,0.00013999,0.26171,-0.59319,-0.49965,48.448,-1.7266,2.3193,0.49794,-0.15271,-0.015745
1,2593,-1,8,1e-05,0,1000,1,10892,0,4.0907e+05,0.0050352,1,5.236e-13,695.37,0,0.001463,1.1825,0.31872,-0.502,57.774,1.7345,1.5929,0.50467,-0.14153,-0.011365
1,1216,-1,8,1e-05,0,1000,1,11033,0,8.1839e+05,0.0076946,1,5.236e-13,697.26,0,3.553e-05,-0.039697,-0.54272,0.33304,41.634,0.061396,8.3915,0.50362,-0.13906,-0.076495
1,2372,-1,8,1e-05,0,1000,1,10907,0,8.1814e+05,0.0054891,1,5.236e-13,695.57,0,0.00027103,-1.7435,-1.067,-1.3684,76.39,9.1593,3.6772,0.56374,-0.14004,-0.01752
1,2976,-1,8,1e-05,0,1000,1,10748,0,8.1728e+05,0.004235,1,5.236e-13,693.42,0,0.0012258,1.5881,1.4822,-0.91301,57.644,1.2589,1.5153,0.49767,-0.14005,-0.026156
1,1821,-1,8,1e-05,0,1000,1,10941,0,8.1814e+05,0.006505,1,5.236e-13,696.04,0,8.3304e-05,-1.3024,-0.57561,0.66341,84.372,15.995,11.288,0.59056,-0.13711,-0.035057
1,324,-1,8,1e-05,0,1000,1,10915,0,8.1832e+05,0.0093904,1,5.236e-13,695.69,0,0.00016597,0.13912,-0.69111,-1.5638,0.7688,-0.39064,-0.61983,0.28125,-0.082233,-0.099453
1,690,-1,8,1e-05,0,1000,1,10938,0,4.0937e+05,0.0086562,1,5.236e-13,695.99,0,0.00016991,0.51383,5.5707,-5.0666,6.1422,3.8417,-3.2634,0.24091,-0.11482,-0.058352
1,788,-1,8,1e-05,0,1000,1,10926,0,8.1858e+05,0.008471,1,5.236e-13,695.83,0,0.00018149,2.2983,-2.3714,-0.54887,37.215,-1.9084,-0.62818,0.3034,-0.019181,-0.12572
1,789,-1,8,1e-05,0,1000,1,10932,0,8.1858e+05,0.0084696,1,5.236e-13,695.91,0,0.00030109,-0.29201,-1.2069,-1.6867,7.3333,0.17164,-1.0689,0.28424,-0.063483,-0.11207
1,1404,-1,8,1e-05,0,1000,1,10921,0,4.0907e+05,0.0072942,1,5.236e-13,695.76,0,0.00069547,0.12761,0.052392,-0.10818,16.388,-0.23641,0.07919,0.26972,-0.038905,-0.12206
1,1489,-1,8,1e-05,0,1000,1,10890,0,4.0907e+05,0.0071241,1,5.236e-13,695.35,0,2.8709e-05,0.87016,-1.0484,-2.0125,21.567,-0.89779,1.4547,0.2879,-0.12027,-0.04482
1,1516,-1,8,1e-05,0,1000,1,10910,0,4.0907e+05,0.0070785,1,5.236e-13,695.62,0,0.00018383,0.043708,0.63338,0.17521,4.5121,0.16642,0.77657,0.25745,-0.069964,-0.10816
1,1681,-1,8,1e-05,0,1000,1,10904,0,4.0907e+05,0.0067937,1,5.236e-13,695.54,0,0.00060409,-0.071424,-2.4605,1.5954,-0.065123,-1.1505,2.1943,0.22162,-0.11433,-0.059786
1,1867,-1,8,1e-05,0,1000,1,10891,0,4.0907e+05,0.0064245,1,5.236e-13,695.36,0,0.00054198,-1.0851,-0.085653,-0.37904,-0.049468,-0.09478,0.30575,0.22668,-0.026138,-0.12632
1,1889,-1,8,1e-05,0,1000,1,10893,0,4.0907e+05,0.0063787,1,5.236e-13,695.39,0,3.9794e-05,1.2314,3.7726,0.92391,50.166,-4.1301,3.2867,0.31863,-0.10035,-0.07915
1,1895,-1,8,1e-05,0,1000,1,10889,0,8.1814e+05,0.0063501,1,5.236e-13,695.34,0,0.00011682,-0.43561,0.98525,0.29761,10.928,1.7397,0.025176,0.27899,-0.020968,-0.12692
1,2103,-1,8,1e-05,0,1000,1,10843,0,4.0907e+05,0.0059526,1,5.236e-13,694.71,0,0.00041395,0.1558,0.25683,0.34779,7.4355,-0.40553,0.66046,0.28934,-0.081463,-0.099705
1,2191,-1,8,1e-05,0,1000,1,10920,0,8.1814e+05,0.0057992,1,5.236e-13,695.74,0,0.00022128,0.29834,-1.577,-2.0433,15.155,-1.6105,-1.7648,0.2871,-0.12855,-0.0056172
1,2389,-1,8,1e-05,0,1000,1,10858,0,8.1814e+05,0.005442,1,5.236e-13,694.92,0,5.2372e-05,-1.2261,0.14906,1.9407,18.769,3.1659,3.4174,0.22485,-0.017986,-0.1267
1,2464,-1,8,1e-05,0,1000,1,10828,0,8.1814e+05,0.0052884,1,5.236e-13,694.51,0,0.00037925,5.8893,-1.5508,1.3656,15.842,-1.5041,1.1464,0.29954,-0.044959,-0.12052
1,2523,-1,8,1e-05,0,1000,1,10838,0,4.0907e+05,0.0051608,1,5.236e-13,694.64,0,9.3871e-05,6.1892,-2.4257,-0.0446,19.246,-4.0319,1.1041,0.30507,-0.10687,-0.072229
1,2644,-1,8,1e-05,0,1000,1,10788,0,4.0902e+05,0.0049486,1,5.236e-13,693.97,0,0.00029092,0.17106,-0.21663,0.14955,6.2114,-0.89417,0.86273,0.22513,-0.089539,-0.092618
1,2697,-1,8,1e-05,0,1000,1,10788,0,8.1792e+05,0.0048258,1,5.236e-13,693.96,0,0.00016301,-1.1249,-3.0956,1.2744,22.169,-2.5749,2.3767,0.2909,-0.12577,-0.02596
1,2726,-1,8,1e-05,0,1000,1,10764,0,8.1792e+05,0.0047759,1,5.236e-13,693.63,0,0.00037385,-0.28481,-0.23431,0.15857,23.453,-1.2223,1.6485,0.31519,-0.12559,-0.027728
1,2825,-1,8,1e-05,0,1000,1,10760,0,8.1768e+05,0.0045775,1,5.236e-13,693.57,0,0.00060451,-0.13839,-0.050777,-0.028225,7.9039,-0.76397,0.81761,0.25223,-0.095576,-0.086342
1,2896,-1,8,1e-05,0,1000,1,10709,0,8.1741e+05,0.0043984,1,5.236e-13,692.88,0,3.1551e-05,0.25027,-0.83116,-1.4543,13.93,0.82536,3.1537,0.29749,-0.12206,-0.039568
1,3024,-1,8,1e-05,0,1000,1,10684,0,8.1714e+05,0.0041309,1,5.236e-13,692.53,0,5.2372e-05,4.0093,-2.0626,-1.6089,33.398,-0.11074,2.7128,0.24216,-0.12442,-0.028952
1,3034,-1,8,1e-05,0,1000,1,10675,0,8.17e+05,0.0041088,1,5.236e-13,692.41,0,0.00028119,4.0441,-0.18879,-1.2069,13.417,-0.15804,-0.96548,0.29044,-0.040571,-0.12224
1,3076,-1,8,1e-05,0,1000,1,10694,0,8.1685e+05,0.0040097,1,5.236e-13,692.67,0,1.9186e-06,-2.3842,2.2791,-2.2611,61.862,1.4509,1.2358,0.31716,-0.052223,-0.11525
1,3120,-1,8,1e-05,0,1000,1,10663,0,4.0843e+05,0.0039215,1,5.236e-13,692.24,0,7.1345e-05,2.7502,7.2091,-8.7865,58.83,-1.1539,1.9582,0.3062,-0.1166,-0.049529
1,3125,-1,8,1e-05,0,1000,1,10653,0,8.167e+05,0.0039121,1,5.236e-13,692.1,0,0.0002232,-0.79602,1.2447,-1.5654,19.282,0.31759,-0.61362,0.20381,-0.031919,-0.12433
1,3210,-1,8,1e-05,0,1000,1,10606,0,4.0828e+05,0.0037375,1,5.236e-13,691.44,0,0.00042523,-0.009622,0.030437,-0.087727,9.7346,-0.45571,0.70117,0.23155,-0.09832,-0.083004
1,3263,-1,8,1e-05,0,1000,1,10575,0,8.164e+05,0.0036113,1,5.236e-13,691.01,0,0.00067941,-0.18763,0.0042405,-0.62489,-0.16802,0.16332,-0.018127,0.20952,-0.037645,-0.12343
1,3300,-1,8,1e-05,0,1000,1,10593,0,8.1623e+05,0.0035344,1,5.236e-13,691.27,0,3.2759e-05,2.0666,-1.6379,-2.1955,56.73,-3.6336,7.7681,0.26988,-0.091613,-0.086907
1,3327,-1,8,1e-05,0,1000,1,10514,0,8.1623e+05,0.003486,1,5.236e-13,690.15,0,6.1183e-05,0.034031,-0.21031,-0.21714,7.7192,-0.057002,-0.27398,0.23106,-0.057129,-0.11533
1,3338,-1,8,1e-05,0,1000,1,10516,0,4.0812e+05,0.0034719,1,5.236e-13,690.18,0,5.6209e-05,-0.30618,1.1195,-0.52662,45.546,-0.0047605,0.68541,0.30585,-0.068331,-0.10724
1,3349,-1,8,1e-05,0,1000,1,10548,0,4.0812e+05,0.0034589,1,5.236e-13,690.64,0,0.00024829,-0.58092,1.7033,3.246,9.2407,1.4544,2.2432,0.28511,-0.043496,-0.121
1,3387,-1,8,1e-05,0,1000,1,10533,0,4.0803e+05,0.003382,1,5.236e-13,690.42,0,0.00015662,0.1445,-0.29899,5.0441,6.282,-1.1093,3.5264,0.28064,-0.093242,-0.088882
1,3434,-1,8,1e-05,0,1000,1,10463,0,8.1589e+05,0.0032923,1,5.236e-13,689.43,0,6.7792e-05,0.25871,0.50979,-0.37216,15.321,0.41369,2.183,0.29872,-0.085126,-0.095889
1,3468,-1,8,1e-05,0,1000,1,10471,0,4.0794e+05,0.0032182,1,5.236e-13,689.55,0,2.4161e-05,0.67431,1.599,0.021931,0.89911,2.5993,-0.47588,0.22376,-0.032923,-0.12472
1,2194,-1,16,1e-05,0,1000,1,10839,0,4.0907e+05,0.0055962,1,5.236e-13,694.65,0,0.00013338,-0.006041,-0.29577,0.077312,1.2417,-0.42791,0.4061,0.31459,-0.002113,-0.12927
1,3532,-1,8,1e-05,0,1000,1,10415,0,8.157e+05,0.0030972,1,5.236e-13,688.75,0,4.6261e-05,0.19753,-1.4432,3.4713,8.7238,1.2249,0.69789,0.23544,-0.03742,-0.12319
1,3548,-1,8,1e-05,0,1000,1,10381,0,4.0785e+05,0.0030426,1,5.236e-13,688.26,0,0.00056998,0.70328,1.0365,-1.6928,10.554,0.70417,-0.93757,0.22531,-0.10998,-0.066766
1,3620,-1,8,1e-05,0,1000,1,10396,0,4.0775e+05,0.0028746,1,5.236e-13,688.48,0,5.2585e-06,-1.0393,-1.1352,-0.21944,63.311,-0.81969,1.0239,0.31093,-0.052932,-0.11469
1,3689,-1,8,1e-05,0,1000,1,10281,0,4.0775e+05,0.0027506,1,5.236e-13,686.82,0,0.00023073,-2.0422,-4.7025,-2.5435,37.231,-4.0658,0.89719,0.26618,-0.12272,-0.035728
1,3719,-1,8,1e-05,0,1000,1,10236,0,4.0775e+05,0.0027072,1,5.236e-13,686.15,0,0.00070045,0.77178,-0.93604,0.56926,1.4472,-0.26087,0.85324,0.21771,-0.11797,-0.052327
1,3720,-1,8,1e-05,0,1000,1,10289,0,4.0775e+05,0.0027059,1,5.236e-13,686.93,0,0.00020188,0.38494,-0.69368,-1.5148,10.738,0.68299,-0.70422,0.26517,-0.12755,-0.016818
1,3780,-1,8,1e-05,0,1000,1,10201,0,8.155e+05,0.0025976,1,5.236e-13,685.64,0,0.00011093,2.0448,0.98288,-0.93541,25.627,-0.53079,0.41108,0.24048,-0.1083,-0.068486
1,3820,-1,8,1e-05,0,1000,1,10177,0,8.1528e+05,0.0025243,1,5.236e-13,685.28,0,0.00086275,-0.23202,0.26702,-0.19989,3.8266,0.076141,0.093013,0.21682,-0.10061,-0.080527
1,3843,-1,8,1e-05,0,1000,1,10170,0,4.0764e+05,0.0024723,1,5.236e-13,685.18,0,8.8613e-05,0.75603,-0.88952,-0.1576,32.353,-1.9113,4.2345,0.31795,-0.12459,-0.031043
1,3865,-1,8,1e-05,0,1000,1,10148,0,4.0764e+05,0.0024339,1,5.236e-13,684.85,0,2.3024e-05,-6.9173,0.9811,8.228,43.294,-1.8895,0.18696,0.31069,-0.025298,-0.12528
1,2806,-1,16,1e-05,0,1000,1,10718,0,8.1741e+05,0.0043456,1,5.236e-13,692.99,0,2.8424e-07,-0.73154,-1.3828,-0.6489,17.437,-0.30797,1.9525,0.30831,-0.0041733,-0.12819
1,3876,-1,8,1e-05,0,1000,1,10128,0,8.1528e+05,0.0024154,1,5.236e-13,684.57,0,0.00016493,-0.054722,-0.099477,-0.070423,40.076,-0.6173,1.0781,0.29289,-0.10937,-0.065806
1,3900,-1,8,1e-05,0,1000,1,10114,0,8.1528e+05,0.0023877,1,5.236e-13,684.36,0,0.0001024,3.0766,1.0262,-1.0113,13.308,0.11089,-2.0401,0.30788,-0.009108,-0.12878
1,3989,-1,8,1e-05,0,1000,1,9971.6,0,4.0764e+05,0.0022007,1,5.236e-13,682.22,0,0.00010922,1.5337,0.055656,-0.042249,55.675,-0.44799,-0.23957,0.29293,-0.038957,-0.11997
1,4003,-1,8,1e-05,0,1000,1,9950.1,0,8.1528e+05,0.0021735,1,5.236e-13,681.89,0,0.00016394,-1.7915,-2.077,0.61595,37.324,-2.4706,3.0043,0.27367,-0.11436,-0.05677
1,4023,-1,8,1e-05,0,1000,1,9964.4,0,8.1528e+05,0.0021337,1,5.236e-13,682.11,0,0.00013907,-0.018041,-0.15588,-0.44197,52.986,-1.7699,1.9715,0.31464,-0.12583,-0.015564
1,4033,-1,8,1e-05,0,1000,1,9937.9,0,4.0764e+05,0.0021132,1,5.236e-13,681.7,0,5.8767e-05,-8.2102,2.1964,-1.1868,37.938,-0.54508,0.16975,0.30884,-0.019045,-0.12553
1,4037,-1,8,1e-05,0,1000,1,9811.1,0,4.0764e+05,0.0021074,1,5.236e-13,679.75,0,0.0021074,0,0,0,67.843,10.513,-6.5407,0.32061,-0.021256,-0.084678
1,4039,-1,8,1e-05,0,1000,1,9932.4,0,8.1528e+05,0.0021002,1,5.236e-13,681.62,0,0.00013317,-2.6543,-0.16577,9.2342,22.677,0.024984,7.0658,0.28086,-0.12552,-0.02467
1,4053,-1,8,1e-05,0,1000,1,9809.9,0,8.1528e+05,0.0020711,1,5.236e-13,679.73,0,0.0020711,0,0,0,67.511,11.778,-5.6259,0.30967,-0.019548,-0.088797
1,4057,-1,8,1e-05,0,1000,1,9887,0,8.1528e+05,0.002064,1,5.236e-13,680.92,0,6.0402e-05,-0.55512,1.3221,0.71146,66.3,-0.14238,7.4649,0.31144,-0.1233,-0.027294
1,4084,-1,8,1e-05,0,1000,1,9870.8,0,4.0764e+05,0.002017,1,5.236e-13,680.67,0,6.7792e-05,-7.8667,-5.1164,-3.5043,59.701,-4.0293,2.5299,0.28147,-0.11757,-0.046558
1,4012,-1,8,1e-05,0,1000,1,9979.1,0,8.1528e+05,0.0021614,1,5.236e-13,682.33,0,0.00021013,0.28359,-1.0645,-1.9399,25.168,-0.43525,-2.0944,0.28309,-0.12769,-0.0049182
1,4103,-1,8,1e-05,0,1000,1,9764.3,0,4.0764e+05,0.0019821,1,5.236e-13,679.02,0,0.00019712,0.44727,3.0228,0.8,3.2521,2.018,0.77184,0.1975,-0.088982,-0.093167
1,4107,-1,8,1e-05,0,1000,1,9745.7,0,4.0764e+05,0.00198,1,5.236e-13,678.73,0,0.00198,0,0,0,68.433,-0.34819,17.412,0.31241,-0.019679,-0.028651
1,4112,-1,8,1e-05,0,1000,1,9777.7,0,4.0764e+05,0.0019731,1,5.236e-13,679.23,0,0.00012251,0.19854,2.7211,-2.2353,9.0758,1.9001,-2.0122,0.23917,-0.071121,-0.10738
1,4117,-1,8,1e-05,0,1000,1,9820.5,0,4.0764e+05,0.00197,1,5.236e-13,679.9,0,4.0291e-05,3.6885,5.1339,-6.7655,17.297,-2.8451,-3.6359,0.30076,-0.082353,-0.099252
1,4123,-1,8,1e-05,0,1000,1,9780.3,0,4.0764e+05,0.0019603,1,5.236e-13,679.27,0,0.00024544,-2.0493,-1.3271,0.43806,-1.1495,-0.46121,0.23662,0.2092,-0.058517,-0.115
1,4127,-1,8,1e-05,0,1000,1,9782.8,0,8.1528e+05,0.0019551,1,5.236e-13,679.31,0,2.9632e-05,0.74853,1.7839,6.9532,47.539,-0.64581,5.663,0.25173,-0.12614,-0.012363
1,4135,-1,8,1e-05,0,1000,1,9760.9,0,8.1528e+05,0.0019338,1,5.236e-13,678.97,0,0.00023784,-1.7739,1.4346,1.3897,38.152,1.604,0.44683,0.29544,-0.055893,-0.1141
1,4138,-1,8,1e-05,0,1000,1,9682.3,0,4.0764e+05,0.0019297,1,5.236e-13,677.73,0,0.0019297,0,0,0,68.611,11.965,-6.2583,0.30613,-0.022443,-0.09573
1,4146,-1,8,1e-05,0,1000,1,9662.2,0,4.0764e+05,0.0019089,1,5.236e-13,677.41,0,0.0019089,0,0,0,67.341,9.2052,-4.5878,0.30325,-0.020922,-0.079811
1,4148,-1,8,1e-05,0,1000,1,9662.6,0,4.0764e+05,0.0019041,1,5.236e-13,677.42,0,0.0019041,0,0,0,68.724,1.3984,0.7129,0.30572,-0.024547,-0.063999
1,4156,-1,8,1e-05,0,1000,1,9634.2,0,8.1528e+05,0.0018854,1,5.236e-13,676.97,0,0.0018854,0,0,0,65.963,-7.1905,0.55147,0.3126,-0.026173,-0.0044505
1,4159,-1,8,1e-05,0,1000,1,9644.2,0,8.1528e+05,0.0018825,1,5.236e-13,677.13,0,0.0018825,0,0,0,69.185,7.1322,21.173,0.31378,-0.0011937,-0.0048441
1,4161,-1,8,1e-05,0,1000,1,9569.6,0,4.0764e+05,0.0018799,1,5.236e-13,675.94,0,0.0018799,0,0,0,69.115,7.4291,3.0842,0.31133,-0.0061169,-0.082695
1,4169,-1,8,1e-05,0,1000,1,9590.9,0,4.0764e+05,0.0018699,1,5.236e-13,676.28,0,0.0018699,0,0,0,71.167,-9.1585,-16.863,0.31477,-0.065312,-0.035209
1,4170,-1,8,1e-05,0,1000,1,9624.2,0,4.0764e+05,0.0018697,1,5.236e-13,676.81,0,0.0018697,0,0,0,68.978,-1.1848,1.6475,0.31803,-0.029926,-0.053869
1,4171,-1,8,1e-05,0,1000,1,9779.4,0,4.0764e+05,0.0018683,1,5.236e-13,679.26,0,3.8444e-05,-1.9471,-6.0113,5.9822,73.895,0.47184,4.2461,0.28793,-0.12396,-0.014688
1,4172,-1,8,1e-05,0,1000,1,9743.1,0,4.0764e+05,0.0018678,1,5.236e-13,678.69,0,0.00025113,0.80376,-1.1557,1.9862,23.133,-1.5353,3.2947,0.27221,-0.12562,-0.026513
1,4178,-1,8,1e-05,0,1000,1,9585,0,4.0764e+05,0.0018571,1,5.236e-13,676.18,0,0.0018571,0,0,0,69.293,0.80642,4.4988,0.30968,-0.010143,-0.072401
1,4183,-1,8,1e-05,0,1000,1,9752,0,8.1528e+05,0.0018477,1,5.236e-13,678.83,0,2.3734e-05,-7.8452,1.9814,3.218,77.005,0.40397,-0.36512,0.29817,-0.05057,-0.11432
1,4185,-1,8,1e-05,0,1000,1,9623.1,0,4.0764e+05,0.0018434,1,5.236e-13,676.79,0,0.0018434,0,0,0,66.631,0.906,11.869,0.31757,-0.021654,-0.014876
1,4186,-1,8,1e-05,0,1000,1,9588.2,0,4.0764e+05,0.0018406,1,5.236e-13,676.23,0,0.0018406,0,0,0,68.958,-2.1455,5.753,0.30629,-0.027842,-0.050531
1,4190,-1,8,1e-05,0,1000,1,9603.6,0,4.0764e+05,0.0018358,1,5.236e-13,676.48,0,0.0018358,0,0,0,68.91,1.2208,17.514,0.30688,-0.02002,-0.025751
1,4193,-1,8,1e-05,0,1000,1,9571.1,0,8.1528e+05,0.0018334,1,5.236e-13,675.96,0,0.0018334,0,0,0,72.62,-9.4088,-16.45,0.31471,-0.067088,-0.039344
1,4195,-1,8,1e-05,0,1000,1,9600.7,0,8.1528e+05,0.0018292,1,5.236e-13,676.43,0,0.0018292,0,0,0,67.407,9.516,-5.0668,0.29503,-0.022799,-0.078964
1,4197,-1,8,1e-05,0,1000,1,9613.2,0,4.0764e+05,0.0018249,1,5.236e-13,676.64,0,0.0018249,0,0,0,69.339,7.0751,22.674,0.31272,-0.0033762,-0.012719
1,4200,-1,8,1e-05,0,1000,1,9615.1,0,4.0764e+05,0.0018221,1,5.236e-13,676.66,0,0.0018221,0,0,0,68.291,-3.0296,6.2971,0.2936,-0.023707,-0.057558
1,4205,-1,8,1e-05,0,1000,1,9574.6,0,4.0764e+05,0.0018071,1,5.236e-13,676.02,0,0.0018071,0,0,0,70.823,10.673,-9.0223,0.31379,-0.0306,-0.080555
